,toplam,1.doz,2.doz,3.doz,18üstü,genel,1dozoran,2dozoran,toplamoran,g1dozoran,g2dozoran,gtoplamoran
Mersin,34695,8228,21953,4514,1356886,1868757,0.61%,1.62%,0.02556957622084685,0.44%,1.17%,0.01856581674342892
İstanbul,243404,58209,162202,22993,11520854,15462452,0.51%,1.41%,0.02112725324008099,0.38%,1.05%,0.015741617176887598
İzmir,79900,14416,53903,11581,3429827,4394694,0.42%,1.57%,0.023295635610775703,0.33%,1.23%,0.018181015561037923
Kars,4375,1413,2503,459,194225,284923,0.73%,1.29%,0.022525421547174667,0.50%,0.88%,0.015355025743797447
Kastamonu,8200,1513,4884,1803,302774,376377,0.50%,1.61%,0.027082906722505896,0.40%,1.30%,0.02178666602900815
Kayseri,29711,6467,19685,3559,1016718,1421455,0.64%,1.94%,0.029222458931581815,0.45%,1.38%,0.02090182242842721
Kırklareli,7615,1231,5103,1281,294199,361737,0.42%,1.73%,0.025883840529709483,0.34%,1.41%,0.021051205710225937
Kırşehir,4334,871,2607,856,185308,243042,0.47%,1.41%,0.02338808901936236,0.36%,1.07%,0.017832308819051852
Kocaeli,29588,6390,19981,3217,1453509,1997258,0.44%,1.37%,0.020356255104027565,0.32%,1.00%,0.014814310419585251
Konya,35722,9485,20788,5449,1611865,2250020,0.59%,1.29%,0.022161905618646723,0.42%,0.92%,0.01587630332174825
Kütahya,11228,2056,6906,2266,454645,576688,0.45%,1.52%,0.024696191534054043,0.36%,1.20%,0.019469799961157507
Malatya,13136,3276,7923,1937,585623,806156,0.56%,1.35%,0.022430812997440333,0.41%,0.98%,0.01629461295332417
Manisa,23491,4395,15551,3545,1101092,1450616,0.40%,1.41%,0.021334275428392904,0.30%,1.07%,0.016193810077925516
Kahramanmaraş,16771,4559,10267,1945,785567,1168163,0.58%,1.31%,0.021348911041324293,0.39%,0.88%,0.01435672932630121
Mardin,8598,3679,4483,436,517582,854716,0.71%,0.87%,0.01661186053610829,0.43%,0.52%,0.010059481745983461
Muğla,22222,4344,13924,3954,787329,1000773,0.55%,1.77%,0.028224541455985998,0.43%,1.39%,0.022204835662033247
Muş,5137,2063,2731,343,244220,411117,0.84%,1.12%,0.021034313324052083,0.50%,0.66%,0.012495226419729664
Nevşehir,5371,1202,3314,855,228791,304962,0.53%,1.45%,0.023475573776940525,0.39%,1.09%,0.01761203035132246
Niğde,6913,1554,4321,1038,260708,362071,0.60%,1.66%,0.02651625573438483,0.43%,1.19%,0.01909294033490669
Ordu,16665,3431,10233,3001,589401,761400,0.58%,1.74%,0.028274468485801688,0.45%,1.34%,0.021887312844759654
Rize,6529,1386,3887,1256,268906,344359,0.52%,1.45%,0.024279859876685534,0.40%,1.13%,0.018959864559950516
Sakarya,17448,4095,11053,2300,777027,1042649,0.53%,1.42%,0.0224548181723415,0.39%,1.06%,0.016734298886777813
Samsun,50031,13382,29562,7087,1030199,1356079,1.30%,2.87%,0.0485644035763964,0.99%,2.18%,0.0368938682775856
Siirt,4088,2123,1728,237,197181,331070,1.08%,0.88%,0.02073222065006263,0.64%,0.52%,0.012347841846135259
Sinop,3401,550,2014,837,172933,216460,0.32%,1.16%,0.019666576072814326,0.25%,0.93%,0.01571190982167606
Sivas,11277,2351,6899,2027,478755,635889,0.49%,1.44%,0.023554845380204907,0.37%,1.08%,0.017734227200030196
Tekirdağ,19179,3527,12828,2824,809854,1081065,0.44%,1.58%,0.023682046393547478,0.33%,1.19%,0.017740838894978562
Tokat,11372,2369,6836,2167,457272,597861,0.52%,1.49%,0.024869224444094545,0.40%,1.14%,0.019021143710661843
Trabzon,16752,3523,10214,3015,621825,811901,0.57%,1.64%,0.02694005548184779,0.43%,1.26%,0.020633057478682746
Tunceli,2433,439,1471,523,68980,83443,0.64%,2.13%,0.03527109307045521,0.53%,1.76%,0.02915762856081397
Şanlıurfa,19299,8770,9495,1034,1157716,2115256,0.76%,0.82%,0.016669891406873534,0.41%,0.45%,0.00912371835843983
Uşak,7573,1333,4974,1266,286295,369433,0.47%,1.74%,0.026451736844862815,0.36%,1.35%,0.020498980870685617
Van,13728,5093,7751,884,693216,1149342,0.73%,1.12%,0.019803351336380004,0.44%,0.67%,0.011944225478578178
Yozgat,8776,2007,5343,1426,315031,419095,0.64%,1.70%,0.027857575921099827,0.48%,1.27%,0.02094035958434245
Zonguldak,11436,2151,7518,1767,466537,591204,0.46%,1.61%,0.024512525265948895,0.36%,1.27%,0.019343576836421947
Aksaray,7659,2034,4515,1110,299426,423011,0.68%,1.51%,0.025578941040524203,0.48%,1.07%,0.01810591213940063
Bayburt,1347,341,751,255,62060,81910,0.55%,1.21%,0.021704801804705125,0.42%,0.92%,0.016444878525210597
Karaman,4815,1128,2922,765,188095,254919,0.60%,1.55%,0.02559876658071719,0.44%,1.15%,0.018888352770880162
Kırıkkale,5264,1128,3311,825,214988,278703,0.52%,1.54%,0.024485087539769662,0.40%,1.19%,0.018887489549807502
Batman,7363,3097,3864,402,375020,620278,0.83%,1.03%,0.019633619540291185,0.50%,0.62%,0.01187048387980873
Şırnak,5419,2263,2995,161,307348,537762,0.74%,0.97%,0.01763147962570116,0.42%,0.56%,0.010076948538572826
Bartın,5091,768,3549,774,159253,198979,0.48%,2.23%,0.03196800060281439,0.39%,1.78%,0.02558561456234075
Ardahan,1627,438,884,305,71678,96161,0.61%,1.23%,0.022698736013839673,0.46%,0.92%,0.016919541186135752
Iğdır,3146,1179,1700,267,130907,201314,0.90%,1.30%,0.024032328294132477,0.59%,0.84%,0.0156273284520699
Yalova,4403,1075,2459,869,210810,276050,0.51%,1.17%,0.020886105972202456,0.39%,0.89%,0.015950009056330375
Karabük,4189,780,2657,752,195265,243614,0.40%,1.36%,0.021452897344634216,0.32%,1.09%,0.017195235085011536
Kilis,2175,765,1199,211,94522,142792,0.81%,1.27%,0.02301051607033283,0.54%,0.84%,0.015231945767269875
Osmaniye,11881,3143,7215,1523,378009,548556,0.83%,1.91%,0.031430468586726774,0.57%,1.32%,0.021658682067099803
Düzce,8720,1816,5633,1271,298284,395679,0.61%,1.89%,0.029233884485926166,0.46%,1.42%,0.022038066210236074
