,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Yozgat,3825,2163,564,1098,315031,0.69%,0.18%,0.012141662249111992
Zonguldak,6850,3373,1220,2257,466537,0.72%,0.26%,0.014682651108057882
Aksaray,3878,2157,619,1102,299426,0.72%,0.21%,0.01295144710212206
Bayburt,629,351,115,163,62060,0.57%,0.19%,0.010135352884305511
Karaman,2619,1496,391,732,188095,0.80%,0.21%,0.013923815093436827
Kırıkkale,3686,1736,636,1314,214988,0.81%,0.30%,0.017145142984724727
Batman,4312,3365,503,444,375020,0.90%,0.13%,0.011498053437150019
Şırnak,5940,4437,1219,284,307348,1.44%,0.40%,0.019326626495047957
Bartın,2431,1257,398,776,159253,0.79%,0.25%,0.015265018555380433
Ardahan,1318,813,180,325,71678,1.13%,0.25%,0.018387789837886102
Iğdır,1284,899,222,163,130907,0.69%,0.17%,0.009808489996715226
Yalova,4869,1304,814,2751,210810,0.62%,0.39%,0.023096627294720364
Karabük,2424,1183,434,807,195265,0.61%,0.22%,0.012413899060251454
Kilis,1733,1190,242,301,94522,1.26%,0.26%,0.018334356022936458
Osmaniye,6154,3844,734,1576,378009,1.02%,0.19%,0.0162800356605266
Düzce,3970,1996,612,1362,298284,0.67%,0.21%,0.013309463464349412
