,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Adana,12182,2453,8765,964,1599578,0.15%,0.55%,0.007615758656345611
Adıyaman,1784,468,1148,168,417362,0.11%,0.28%,0.004274466769854467
Afyon,4083,654,2846,583,544755,0.12%,0.52%,0.007495112481757854
Ağrı,2357,943,1309,105,316215,0.30%,0.41%,0.007453789352181269
Amasya,2284,351,1507,426,261116,0.13%,0.58%,0.00874707026762052
Ankara,38397,5676,27379,5342,4269423,0.13%,0.64%,0.008993486941912291
Antalya,19790,4196,12945,2649,1903745,0.22%,0.68%,0.010395299790675747
Artvin,962,108,633,221,135986,0.08%,0.47%,0.007074257644169253
Aydın,9265,1280,5697,2288,867298,0.15%,0.66%,0.010682602750150467
Balıkesir,13401,1807,8235,3359,992100,0.18%,0.83%,0.013507710916238282
Bilecik,1605,204,1143,258,169031,0.12%,0.68%,0.009495299678757152
Bingöl,545,193,307,45,193043,0.10%,0.16%,0.0028232051926254773
Bitlis,1033,480,477,76,216393,0.22%,0.22%,0.004773721885643251
Bolu,1575,241,1054,280,247627,0.10%,0.43%,0.006360372657262738
Burdur,1845,279,1228,338,212252,0.13%,0.58%,0.008692497597195786
Bursa,22848,4192,16073,2583,2314439,0.18%,0.69%,0.00987193872899653
Çanakkale,5868,802,3717,1349,437937,0.18%,0.85%,0.01339918755437426
Çankırı,1379,188,879,312,151413,0.12%,0.58%,0.009107540303672735
Çorum,2840,460,1956,424,407844,0.11%,0.48%,0.006963446808093291
Denizli,7901,1248,5853,800,793926,0.16%,0.74%,0.009951809110672782
Diyarbakır,6243,2537,3211,495,1099830,0.23%,0.29%,0.0056763317967322225
Edirne,3698,546,2374,778,334075,0.16%,0.71%,0.011069370650303076
Elazığ,2484,464,1638,382,432965,0.11%,0.38%,0.0057371842989618095
Erzincan,1162,196,721,245,180234,0.11%,0.40%,0.0064471742290577805
Erzurum,4162,1261,2322,579,526063,0.24%,0.44%,0.00791159994145188
Eskişehir,7591,974,5489,1128,698642,0.14%,0.79%,0.010865364521457341
Gaziantep,7876,2020,5327,529,1317351,0.15%,0.40%,0.005978664759809648
Giresun,3148,617,1905,626,359477,0.17%,0.53%,0.008757166661566665
Gümüşhane,222,38,128,56,110911,0.03%,0.12%,0.002001604890407624
Hakkari,342,125,198,19,181606,0.07%,0.11%,0.0018831976917062212
Hatay,7197,1839,4811,547,1120447,0.16%,0.43%,0.006423329260554046
Isparta,2468,359,1628,481,342106,0.10%,0.48%,0.007214138308009798
Mersin,10147,1892,6810,1445,1356886,0.14%,0.50%,0.00747815218080222
İstanbul,131622,26987,92856,11779,11520854,0.23%,0.81%,0.01142467390004248
İzmir,41475,6572,28744,6159,3429827,0.19%,0.84%,0.012092446645268115
Kars,732,135,507,90,194225,0.07%,0.26%,0.00376882481657871
Kastamonu,2333,358,1484,491,302774,0.12%,0.49%,0.0077054172419032015
Kayseri,4762,849,3360,553,1016718,0.08%,0.33%,0.004683697937874612
Kırklareli,3127,380,2187,560,294199,0.13%,0.74%,0.010628860057308148
Kırşehir,1583,222,1062,299,185308,0.12%,0.57%,0.00854253459105921
Kocaeli,13557,2538,9500,1519,1453509,0.17%,0.65%,0.009327083630029123
Konya,11858,2510,7837,1511,1611865,0.16%,0.49%,0.007356695504896502
Kütahya,2972,455,2157,360,454645,0.10%,0.47%,0.006536968403919542
Malatya,2878,574,1869,435,585623,0.10%,0.32%,0.004914424467618246
Manisa,10427,1653,8002,772,1101092,0.15%,0.73%,0.009469690089474812
Kahramanmaraş,4140,963,2673,504,785567,0.12%,0.34%,0.005270078809318619
Mardin,1776,621,1045,110,517582,0.12%,0.20%,0.0034313403480028285
Muğla,9595,1342,6313,1940,787329,0.17%,0.80%,0.012186773254890903
Muş,681,222,390,69,244220,0.09%,0.16%,0.0027884694128245025
Nevşehir,1697,299,1135,263,228791,0.13%,0.50%,0.007417249804406642
Niğde,1721,273,1072,376,260708,0.10%,0.41%,0.0066012550439572245
Ordu,5217,954,3473,790,589401,0.16%,0.59%,0.008851359261351778
Rize,1845,292,1254,299,268906,0.11%,0.47%,0.006861133630339226
Sakarya,6444,1074,4446,924,777027,0.14%,0.57%,0.008293148114544282
Samsun,8499,1500,5672,1327,1030199,0.15%,0.55%,0.008249862405224621
Siirt,1328,753,504,71,197181,0.38%,0.26%,0.00673492882174246
Sinop,1303,185,845,273,172933,0.11%,0.49%,0.007534709974383142
Sivas,3893,639,2610,644,478755,0.13%,0.55%,0.00813150776493196
Tekirdağ,9286,1440,6634,1212,809854,0.18%,0.82%,0.011466264289612695
Tokat,4155,640,2701,814,457272,0.14%,0.59%,0.009086495565002886
Trabzon,4770,813,3077,880,621825,0.13%,0.49%,0.007670968520082017
Tunceli,179,32,101,46,68980,0.05%,0.15%,0.002594955059437518
Şanlıurfa,4528,1936,2366,226,1157716,0.17%,0.20%,0.0039111491937573635
Uşak,2195,366,1576,253,286295,0.13%,0.55%,0.007666916991215355
Van,4217,1794,2197,226,693216,0.26%,0.32%,0.00608324101001708
Yozgat,1837,262,1304,271,315031,0.08%,0.41%,0.005831172170357838
Zonguldak,4712,643,3410,659,466537,0.14%,0.73%,0.010099949200170618
Aksaray,1589,367,1014,208,299426,0.12%,0.34%,0.005306820382999473
Bayburt,290,68,185,37,62060,0.11%,0.30%,0.004672897196261682
