,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Kütahya,3323,557,2594,172,454645,0.12%,0.57%,0.007308999329146917
Malatya,3294,671,2441,182,585623,0.11%,0.42%,0.00562477908142269
Manisa,10932,1722,8636,574,1101092,0.16%,0.78%,0.00992832569848841
Kahramanmaraş,4474,992,3262,220,785567,0.13%,0.42%,0.005695249418572827
Mardin,2074,732,1284,58,517582,0.14%,0.25%,0.004007094528016817
Muğla,9307,1508,7007,792,787329,0.19%,0.89%,0.011820979539684173
Muş,788,307,454,27,244220,0.13%,0.19%,0.003226598968143477
Nevşehir,1759,411,1236,112,228791,0.18%,0.54%,0.007688239484944775
Niğde,1773,347,1297,129,260708,0.13%,0.50%,0.006800711907574758
Ordu,6078,1149,4461,468,589401,0.19%,0.76%,0.010312164383840543
Rize,1885,335,1418,132,268906,0.12%,0.53%,0.007009884494953627
Sakarya,7283,1252,5605,426,777027,0.16%,0.72%,0.009372904673840162
Samsun,9658,1827,7287,544,1030199,0.18%,0.71%,0.0093748877644028
Siirt,1749,1057,657,35,197181,0.54%,0.33%,0.008870022973815936
Sinop,1436,232,1067,137,172933,0.13%,0.62%,0.008303793954884262
Sivas,4462,764,3402,296,478755,0.16%,0.71%,0.009320007101753507
Tekirdağ,9334,1534,7335,465,809854,0.19%,0.91%,0.011525534232096155
Tokat,4105,708,3122,275,457272,0.15%,0.68%,0.008977151454714043
Trabzon,5510,985,4137,388,621825,0.16%,0.67%,0.008861013950870422
Tunceli,218,41,151,26,68980,0.06%,0.22%,0.003160336329370832
Şanlıurfa,4742,2235,2401,106,1157716,0.19%,0.21%,0.004095995909186709
Uşak,2255,364,1790,101,286295,0.13%,0.63%,0.007876491031977505
Van,5250,2190,2834,226,693216,0.32%,0.41%,0.007573397036421548
Yozgat,1832,286,1412,134,315031,0.09%,0.45%,0.00581530071643743
Zonguldak,5213,804,4039,370,466537,0.17%,0.87%,0.011173819011139523
Aksaray,1785,449,1241,95,299426,0.15%,0.41%,0.005961406157113945
Bayburt,296,64,216,16,62060,0.10%,0.35%,0.004769577827908476
Karaman,1243,230,943,70,188095,0.12%,0.50%,0.006608362795395943
Kırıkkale,1165,252,821,92,214988,0.12%,0.38%,0.0054189071017917275
Batman,1834,688,1067,79,375020,0.18%,0.28%,0.004890405845021599
Şırnak,795,344,435,16,307348,0.11%,0.14%,0.0025866444551453077
Bartın,1353,192,1099,62,159253,0.12%,0.69%,0.00849591530457825
Ardahan,325,67,241,17,71678,0.09%,0.34%,0.004534166689918804
Iğdır,911,422,460,29,130907,0.32%,0.35%,0.006959138930691254
Yalova,2707,550,1957,200,210810,0.26%,0.93%,0.012840946824154452
Karabük,1751,298,1313,140,195265,0.15%,0.67%,0.008967300847566128
Kilis,579,181,373,25,94522,0.19%,0.39%,0.006125558071136878
Osmaniye,2861,654,2062,145,378009,0.17%,0.55%,0.007568602863952975
Düzce,2461,413,1941,107,298284,0.14%,0.65%,0.008250526344021134
