,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Adana,10289,9322,967,0,1599578,0.58%,0.06%,0.0064323215248021665
Adıyaman,1557,1364,193,0,417362,0.33%,0.05%,0.0037305744174122224
Afyon,3944,3491,453,0,544755,0.64%,0.08%,0.00723995190498481
Ağrı,1535,1235,300,0,316215,0.39%,0.09%,0.004854292174628022
Amasya,1724,1491,233,0,261116,0.57%,0.09%,0.006602429571531426
Ankara,44460,41561,2899,0,4269423,0.97%,0.07%,0.01041358516127355
Antalya,17829,14973,2856,0,1903745,0.79%,0.15%,0.009365224859421824
Artvin,630,558,72,0,135986,0.41%,0.05%,0.0046328298501316315
Aydın,6779,6032,747,0,867298,0.70%,0.09%,0.00781622925453535
Balıkesir,8934,8146,788,0,992100,0.82%,0.08%,0.009005140610825522
Bilecik,1391,1279,112,0,169031,0.76%,0.07%,0.00822925972158953
Bingöl,392,337,55,0,193043,0.17%,0.03%,0.002030635661484747
Bitlis,703,642,61,0,216393,0.30%,0.03%,0.003248718766318689
Bolu,1605,1410,195,0,247627,0.57%,0.08%,0.006481522612639171
Burdur,1339,1179,160,0,212252,0.56%,0.08%,0.006308538906582741
Bursa,26809,24611,2198,0,2314439,1.06%,0.09%,0.011583368583056195
Çanakkale,3903,3551,352,0,437937,0.81%,0.08%,0.008912240801759157
Çankırı,930,808,122,0,151413,0.53%,0.08%,0.006142141031483426
Çorum,2297,1982,315,0,407844,0.49%,0.08%,0.005632055393728975
Denizli,6809,6269,540,0,793926,0.79%,0.07%,0.008576366059305276
Diyarbakır,3603,3191,412,0,1099830,0.29%,0.04%,0.003275960830310139
Edirne,3637,3284,353,0,334075,0.98%,0.11%,0.010886776921349997
Elazığ,2286,2037,249,0,432965,0.47%,0.06%,0.0052798725070155785
Erzincan,976,905,71,0,180234,0.50%,0.04%,0.005415182484991733
Erzurum,1663,1451,212,0,526063,0.28%,0.04%,0.0031612183331654192
Eskişehir,6851,6305,546,0,698642,0.90%,0.08%,0.009806166820775161
Gaziantep,12150,11248,902,0,1317351,0.85%,0.07%,0.009223054447903407
Giresun,1535,1374,161,0,359477,0.38%,0.04%,0.0042700923842137325
Gümüşhane,187,148,39,0,110911,0.13%,0.04%,0.0016860365518298456
Hakkari,788,715,73,0,181606,0.39%,0.04%,0.004339063687323106
Hatay,5469,4813,656,0,1120447,0.43%,0.06%,0.004881087637344739
Isparta,1965,1650,315,0,342106,0.48%,0.09%,0.005743833782511853
Mersin,8502,7686,816,0,1356886,0.57%,0.06%,0.006265817467348031
İstanbul,184725,173296,11429,0,11520854,1.50%,0.10%,0.01603396762080311
İzmir,44068,40997,3071,0,3429827,1.20%,0.09%,0.012848461453012062
Kars,768,675,93,0,194225,0.35%,0.05%,0.0039541768567383185
Kastamonu,1784,1638,146,0,302774,0.54%,0.05%,0.005892183608896404
Kayseri,4731,4051,680,0,1016718,0.40%,0.07%,0.004653207674104324
Kırklareli,2688,2461,227,0,294199,0.84%,0.08%,0.009136672796304542
Kırşehir,1065,944,121,0,185308,0.51%,0.07%,0.005747188464610271
Kocaeli,16371,15241,1130,0,1453509,1.05%,0.08%,0.011263088154252915
Konya,10216,8836,1380,0,1611865,0.55%,0.09%,0.00633799977045224
Kütahya,2517,2035,482,0,454645,0.45%,0.11%,0.005536187574921092
Malatya,2159,1781,378,0,585623,0.30%,0.06%,0.003686672142316815
Manisa,9470,8614,856,0,1101092,0.78%,0.08%,0.008600552905660926
Kahramanmaraş,3931,3392,539,0,785567,0.43%,0.07%,0.005004028937060747
Mardin,1527,1360,167,0,517582,0.26%,0.03%,0.0029502571573199994
Muğla,9457,7845,1612,0,787329,1.00%,0.20%,0.012011497099687678
Muş,449,371,78,0,244220,0.15%,0.03%,0.0018385062648431743
Nevşehir,1236,1021,215,0,228791,0.45%,0.09%,0.005402310405566653
Niğde,972,846,126,0,260708,0.32%,0.05%,0.0037283090660815933
Ordu,4242,3832,410,0,589401,0.65%,0.07%,0.00719713743274952
Rize,1470,1273,197,0,268906,0.47%,0.07%,0.005466594274579221
Sakarya,6338,5731,607,0,777027,0.74%,0.08%,0.008156730718494981
Samsun,9603,8560,1043,0,1030199,0.83%,0.10%,0.009321500020869754
Siirt,610,510,100,0,197181,0.26%,0.05%,0.003093604353360618
Sinop,974,854,120,0,172933,0.49%,0.07%,0.005632239075248796
Sivas,2414,2076,338,0,478755,0.43%,0.07%,0.005042244989608463
Tekirdağ,10281,9589,692,0,809854,1.18%,0.09%,0.012694880805676085
Tokat,2786,2442,344,0,457272,0.53%,0.08%,0.0060926538252943545
Trabzon,3580,3026,554,0,621825,0.49%,0.09%,0.005757246813814176
Tunceli,177,150,27,0,68980,0.22%,0.04%,0.0025659611481588865
Şanlıurfa,3565,3188,377,0,1157716,0.28%,0.03%,0.0030793389743253093
Uşak,2080,1901,179,0,286295,0.66%,0.06%,0.007265233413087899
Van,4616,4110,506,0,693216,0.59%,0.07%,0.006658819184785118
Yozgat,1473,1281,192,0,315031,0.41%,0.06%,0.004675730324952148
Zonguldak,5060,4649,411,0,466537,1.00%,0.09%,0.01084587074551429
Aksaray,1493,1295,198,0,299426,0.43%,0.07%,0.004986206942616873
Bayburt,192,155,37,0,62060,0.25%,0.06%,0.0030937802126973896
Karaman,922,839,83,0,188095,0.45%,0.04%,0.004901778356681464
Kırıkkale,1336,927,409,0,214988,0.43%,0.19%,0.006214300333041844
Batman,1134,999,135,0,375020,0.27%,0.04%,0.0030238387286011413
Şırnak,861,653,208,0,307348,0.21%,0.07%,0.0028013847495347295
Bartın,1475,1318,157,0,159253,0.83%,0.10%,0.009261991924798905
Ardahan,215,175,40,0,71678,0.24%,0.06%,0.0029995256564078238
Iğdır,397,329,68,0,130907,0.25%,0.05%,0.0030326873276448167
Yalova,1999,1814,185,0,210810,0.86%,0.09%,0.009482472368483468
Karabük,1401,1216,185,0,195265,0.62%,0.09%,0.007174864927150283
Kilis,506,401,105,0,94522,0.42%,0.11%,0.005353251094983178
Osmaniye,1734,1594,140,0,378009,0.42%,0.04%,0.004587192368435672
Düzce,1796,1544,252,0,298284,0.52%,0.08%,0.006021107401000389
