,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Adana,7287,1163,5732,392,1599578,0.07%,0.36%,0.004555576533310661
Adıyaman,2364,908,1230,226,417362,0.22%,0.29%,0.005664147670367691
Afyon,2700,539,1982,179,544755,0.10%,0.36%,0.004956356527246193
Ağrı,2659,1483,1091,85,316215,0.47%,0.35%,0.00840883576047942
Amasya,1639,292,1250,97,261116,0.11%,0.48%,0.006276903751589332
Ankara,29783,3812,24476,1495,4269423,0.09%,0.57%,0.006975884094876521
Antalya,15761,2673,12284,804,1903745,0.14%,0.65%,0.008278944921720084
Artvin,738,91,582,65,135986,0.07%,0.43%,0.005427029253011339
Aydın,7445,943,5867,635,867298,0.11%,0.68%,0.00858413140581438
Balıkesir,10200,1222,7906,1072,992100,0.12%,0.80%,0.010281221651043242
Bilecik,1502,192,1254,56,169031,0.11%,0.74%,0.008885943998438157
Bingöl,455,162,277,16,193043,0.08%,0.14%,0.0023569878213662242
Bitlis,925,530,341,54,216393,0.24%,0.16%,0.004274629955682485
Bolu,1229,143,1013,73,247627,0.06%,0.41%,0.0049631098385878765
Burdur,1120,141,882,97,212252,0.07%,0.42%,0.005276746508866819
Bursa,19281,2753,15635,893,2314439,0.12%,0.68%,0.00833074451303318
Çanakkale,4593,526,3707,360,437937,0.12%,0.85%,0.010487809890463697
Çankırı,935,120,737,78,151413,0.08%,0.49%,0.006175163295093552
Çorum,2041,321,1567,153,407844,0.08%,0.38%,0.005004364413844509
Denizli,5204,862,4150,192,793926,0.11%,0.52%,0.006554767068971163
Diyarbakır,5185,2343,2611,231,1099830,0.21%,0.24%,0.004714364947310039
Edirne,3629,477,2911,241,334075,0.14%,0.87%,0.010862830202798773
Elazığ,1831,357,1318,156,432965,0.08%,0.30%,0.004228979247745198
Erzincan,792,138,578,76,180234,0.08%,0.32%,0.0043942874263457506
Erzurum,1890,528,1218,144,526063,0.10%,0.23%,0.0035927255860990033
Eskişehir,6324,758,5235,331,698642,0.11%,0.75%,0.009051846296100148
Gaziantep,4105,921,3029,155,1317351,0.07%,0.23%,0.003116101934867776
Giresun,1959,331,1425,203,359477,0.09%,0.40%,0.005449583700765278
Gümüşhane,252,45,177,30,110911,0.04%,0.16%,0.002272092037760006
Hakkari,858,512,330,16,181606,0.28%,0.18%,0.004724513507262976
Hatay,4814,1026,3591,197,1120447,0.09%,0.32%,0.004296499522065747
Isparta,2039,301,1622,116,342106,0.09%,0.47%,0.005960141008927057
Mersin,6963,1187,5360,416,1356886,0.09%,0.40%,0.005131602802298793
İstanbul,107008,15683,87661,3664,11520854,0.14%,0.76%,0.009288200336537551
İzmir,34365,4053,28507,1805,3429827,0.12%,0.83%,0.01001945579179358
Kars,530,134,366,30,194225,0.07%,0.19%,0.002728793924572017
Kastamonu,2038,259,1601,178,302774,0.09%,0.53%,0.006731093158593538
Kayseri,3519,581,2756,182,1016718,0.06%,0.27%,0.003461136716375632
Kırklareli,2823,305,2363,155,294199,0.10%,0.80%,0.009595545872011802
Kırşehir,952,142,746,64,185308,0.08%,0.40%,0.005137392881041293
Kocaeli,10458,1538,8570,350,1453509,0.11%,0.59%,0.007195001888533198
Konya,6317,1126,4754,437,1611865,0.07%,0.29%,0.003919062700660415
Kütahya,1878,288,1460,130,454645,0.06%,0.32%,0.004130695377712281
Malatya,1989,359,1495,135,585623,0.06%,0.26%,0.0033963829972524988
Manisa,6252,796,5122,334,1101092,0.07%,0.47%,0.005677999658520814
Kahramanmaraş,2885,728,1988,169,785567,0.09%,0.25%,0.003672506609875415
Mardin,1755,820,873,62,517582,0.16%,0.17%,0.0033907670668609034
Muğla,7096,823,5684,589,787329,0.10%,0.72%,0.0090127507052325
Muş,866,349,483,34,244220,0.14%,0.20%,0.003545983129964786
Nevşehir,1151,182,887,82,228791,0.08%,0.39%,0.00503079229515147
Niğde,992,197,695,100,260708,0.08%,0.27%,0.0038050232443960293
Ordu,4242,537,3364,341,589401,0.09%,0.57%,0.00719713743274952
Rize,1343,214,1051,78,268906,0.08%,0.39%,0.0049943102794284995
Sakarya,5458,769,4406,283,777027,0.10%,0.57%,0.007024208939972485
Samsun,6854,1197,5263,394,1030199,0.12%,0.51%,0.006653083530463532
Siirt,1183,681,465,37,197181,0.35%,0.24%,0.0059995638525010015
Sinop,1210,144,943,123,172933,0.08%,0.55%,0.006996929446664315
Sivas,2225,378,1646,201,478755,0.08%,0.34%,0.004647471044688828
Tekirdağ,8237,1048,6795,394,809854,0.13%,0.84%,0.010170969088255414
Tokat,2851,444,2204,203,457272,0.10%,0.48%,0.0062348011686698505
Trabzon,3864,565,3010,289,621825,0.09%,0.48%,0.006213966952116753
Tunceli,181,28,130,23,68980,0.04%,0.19%,0.0026239489707161495
Şanlıurfa,2881,1300,1503,78,1157716,0.11%,0.13%,0.0024885205007100187
Uşak,1439,221,1143,75,286295,0.08%,0.40%,0.005026284077612253
Van,5168,2642,2367,159,693216,0.38%,0.34%,0.007455107787471726
Yozgat,1183,190,892,101,315031,0.06%,0.28%,0.0037551859975684934
Zonguldak,3802,485,3059,258,466537,0.10%,0.66%,0.00814940722815125
Aksaray,1014,234,729,51,299426,0.08%,0.24%,0.0033864794640411987
Bayburt,221,45,155,21,62060,0.07%,0.25%,0.003561069932323558
Karaman,660,105,520,35,188095,0.06%,0.28%,0.003508865201095191
Kırıkkale,946,167,701,78,214988,0.08%,0.33%,0.004400245595102982
Batman,1648,864,719,65,375020,0.23%,0.19%,0.004394432296944163
Şırnak,4487,3247,1162,78,307348,1.06%,0.38%,0.014599086377656598
Bartın,1123,173,861,89,159253,0.11%,0.54%,0.007051672495965539
Ardahan,424,167,178,79,71678,0.23%,0.25%,0.0059153436200786854
Iğdır,472,198,247,27,130907,0.15%,0.19%,0.0036056131452099583
Yalova,2009,279,1586,144,210810,0.13%,0.75%,0.009529908448365827
Karabük,1527,248,1153,126,195265,0.13%,0.59%,0.007820141858499987
Kilis,338,110,218,10,94522,0.12%,0.23%,0.003575887095067815
Osmaniye,1467,337,1066,64,378009,0.09%,0.28%,0.003880859979524297
Düzce,1662,226,1334,102,298284,0.08%,0.45%,0.0055718711027074866
