,toplam,1.doz,2.doz,3.doz,18üstü,genel,1dozoran,2dozoran,toplamoran,g1dozoran,g2dozoran,gtoplamoran
Kırşehir,719,228,341,150,185308,243042,0.12%,0.18%,0.003880026766248624,0.09%,0.14%,0.0029583364192197234
Kocaeli,9259,3124,5064,1071,1453509,1997258,0.21%,0.35%,0.006370101595518156,0.16%,0.25%,0.0046358557582445534
Konya,11479,4480,5402,1597,1611865,2250020,0.28%,0.34%,0.0071215641508438985,0.20%,0.24%,0.005101732429045075
Kütahya,1764,615,864,285,454645,576688,0.14%,0.19%,0.003879950290886296,0.11%,0.15%,0.0030588463779374635
Malatya,2436,858,1177,401,585623,806156,0.15%,0.20%,0.004159672690451024,0.11%,0.15%,0.003021747651819251
Manisa,6304,1968,3374,962,1101092,1450616,0.18%,0.31%,0.0057252255034093424,0.14%,0.23%,0.004345740016654993
Kahramanmaraş,3848,1451,1987,410,785567,1168163,0.18%,0.25%,0.004898372767695181,0.12%,0.17%,0.003294060845960709
Mardin,2159,1156,834,169,517582,854716,0.22%,0.16%,0.004171319713591276,0.14%,0.10%,0.002525985239541555
Muğla,4485,1347,2111,1027,787329,1000773,0.17%,0.27%,0.005696475044104815,0.13%,0.21%,0.004481535772847589
Muş,1044,487,479,78,244220,411117,0.20%,0.20%,0.004274834165915977,0.12%,0.12%,0.0025394230839396086
Nevşehir,1298,331,734,233,228791,304962,0.14%,0.32%,0.005673300086104786,0.11%,0.24%,0.00425626799404516
Niğde,1082,343,467,272,260708,362071,0.13%,0.18%,0.004150237046810992,0.09%,0.13%,0.002988364160620431
Ordu,4479,1379,2195,905,589401,761400,0.23%,0.37%,0.0075992405849328384,0.18%,0.29%,0.005882584712371947
Rize,1847,653,859,335,268906,344359,0.24%,0.32%,0.006868571173569946,0.19%,0.25%,0.005363588580522071
Sakarya,3800,1320,1773,707,777027,1042649,0.17%,0.23%,0.004890434952710781,0.13%,0.17%,0.003644563031278983
Samsun,7411,2366,3705,1340,1030199,1356079,0.23%,0.36%,0.007193755769516375,0.17%,0.27%,0.005465020843180965
Siirt,1592,857,650,85,197181,331070,0.43%,0.33%,0.008073800214016564,0.26%,0.20%,0.004808650738514514
Sinop,840,220,407,213,172933,216460,0.13%,0.24%,0.0048573725084281195,0.10%,0.19%,0.003880624595768271
Sivas,2788,903,1322,563,478755,635889,0.19%,0.28%,0.005823437875322451,0.14%,0.21%,0.004384413002898304
Tekirdağ,6030,1649,3361,1020,809854,1081065,0.20%,0.42%,0.00744578652448466,0.15%,0.31%,0.005577832970265433
Tokat,2393,739,1125,529,457272,597861,0.16%,0.25%,0.005233209118424045,0.12%,0.19%,0.004002602611643843
Trabzon,3055,1021,1406,628,621825,811901,0.16%,0.23%,0.004912957825754834,0.13%,0.17%,0.003762774032794639
Tunceli,86,29,45,12,68980,83443,0.04%,0.07%,0.001246738184981154,0.03%,0.05%,0.001030643672926429
Şanlıurfa,4911,2661,1943,307,1157716,2115256,0.23%,0.17%,0.0042419729881939955,0.13%,0.09%,0.002321704796015234
Uşak,1166,364,605,197,286295,369433,0.13%,0.21%,0.004072722192144466,0.10%,0.16%,0.0031561879961995816
Van,8498,3516,4497,485,693216,1149342,0.51%,0.65%,0.01225880533628768,0.31%,0.39%,0.007393795754440367
Yozgat,1208,378,496,334,315031,419095,0.12%,0.16%,0.0038345432671705324,0.09%,0.12%,0.0028824013648456794
Zonguldak,3084,856,1583,645,466537,591204,0.18%,0.34%,0.006610408177700804,0.14%,0.27%,0.005216473501532466
Aksaray,1673,638,799,236,299426,423011,0.21%,0.27%,0.005587357143334246,0.15%,0.19%,0.003954979894139869
Bayburt,181,66,77,38,62060,81910,0.11%,0.12%,0.0029165323880116015,0.08%,0.09%,0.0022097424001953363
Karaman,976,353,500,123,188095,254919,0.19%,0.27%,0.0051888673276801614,0.14%,0.20%,0.00382866714525006
Kırıkkale,758,241,361,156,214988,278703,0.11%,0.17%,0.0035257781829683517,0.09%,0.13%,0.002719741086389454
Batman,1978,1018,811,149,375020,620278,0.27%,0.22%,0.005274385366113807,0.16%,0.13%,0.003188892722295487
Şırnak,3966,1540,2295,131,307348,537762,0.50%,0.75%,0.012903939508309798,0.29%,0.43%,0.00737500976268312
Bartın,714,185,379,150,159253,198979,0.12%,0.24%,0.0044834320232585885,0.09%,0.19%,0.003588318365254625
Ardahan,166,41,70,55,71678,96161,0.06%,0.10%,0.0023159128323892966,0.04%,0.07%,0.0017262715653955346
Iğdır,423,212,173,38,130907,201314,0.16%,0.13%,0.003231301611067399,0.11%,0.09%,0.002101195147878439
Yalova,1278,408,589,281,210810,276050,0.19%,0.28%,0.006062331008965419,0.15%,0.21%,0.004629596087665278
Karabük,973,303,494,176,195265,243614,0.16%,0.25%,0.00498297185875605,0.12%,0.20%,0.003994023331992415
Kilis,417,189,193,35,94522,142792,0.20%,0.20%,0.004411671356932777,0.13%,0.14%,0.002920331671242086
Osmaniye,1343,424,698,221,378009,548556,0.11%,0.18%,0.0035528254618276286,0.08%,0.13%,0.002448245940250403
Düzce,1044,335,514,195,298284,395679,0.11%,0.17%,0.0035000201150581327,0.08%,0.13%,0.002638502422418172
