,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Adana,7904,3440,2057,2407,1599578,0.22%,0.13%,0.004941303268737129
Adıyaman,1471,804,409,258,417362,0.19%,0.10%,0.003524518283887848
Afyon,2560,1108,584,868,544755,0.20%,0.11%,0.004699360262870465
Ağrı,2192,1686,362,144,316215,0.53%,0.11%,0.0069319924734753255
Amasya,1492,431,515,546,261116,0.17%,0.20%,0.005713935568865945
Ankara,35099,10324,11730,13045,4269423,0.24%,0.27%,0.008221017219422859
Antalya,14248,5101,4056,5091,1903745,0.27%,0.21%,0.007484195624939264
Artvin,797,179,140,478,135986,0.13%,0.10%,0.005860897445325254
Aydın,7562,1441,1660,4461,867298,0.17%,0.19%,0.008719033135093129
Balıkesir,10998,2246,2625,6127,992100,0.23%,0.26%,0.01108557605080133
Bilecik,1057,352,327,378,169031,0.21%,0.19%,0.006253290816477451
Bingöl,886,635,136,115,193043,0.33%,0.07%,0.004589651010396647
Bitlis,529,279,161,89,216393,0.13%,0.07%,0.0024446262124930103
Bolu,1545,498,461,586,247627,0.20%,0.19%,0.006239222701886305
Burdur,1376,384,388,604,212252,0.18%,0.18%,0.0064828599966078055
Bursa,18436,7579,5443,5414,2314439,0.33%,0.24%,0.00796564523843575
Çanakkale,5386,1181,1422,2783,437937,0.27%,0.32%,0.012298572625742972
Çankırı,1129,267,339,523,151413,0.18%,0.22%,0.007456427123166439
Çorum,2423,830,776,817,407844,0.20%,0.19%,0.0059409970478908605
Denizli,4403,1811,1228,1364,793926,0.23%,0.15%,0.0055458569186548875
Diyarbakır,4094,2307,1121,666,1099830,0.21%,0.10%,0.003722393460807579
Edirne,3272,828,1016,1428,334075,0.25%,0.30%,0.009794207887450423
Elazığ,1840,656,578,606,432965,0.15%,0.13%,0.004249766147379119
Erzincan,1103,321,329,453,180234,0.18%,0.18%,0.006119822009165862
Erzurum,2107,1057,492,558,526063,0.20%,0.09%,0.004005223708947407
Eskişehir,5965,1677,1864,2424,698642,0.24%,0.27%,0.008537992276444875
Gaziantep,7105,4613,1315,1177,1317351,0.35%,0.10%,0.005393399329411827
Giresun,2028,635,406,987,359477,0.18%,0.11%,0.005641529221619186
Gümüşhane,432,129,99,204,110911,0.12%,0.09%,0.0038950149218742957
Hakkari,3449,2867,510,72,181606,1.58%,0.28%,0.0189916632710373
Hatay,7203,3997,2005,1201,1120447,0.36%,0.18%,0.00642868426619019
Isparta,2335,616,783,936,342106,0.18%,0.23%,0.006825369914587876
Mersin,8421,2810,2537,3074,1356886,0.21%,0.19%,0.006206121958661229
İstanbul,100006,44849,26205,28952,11520854,0.39%,0.23%,0.008680432891520021
İzmir,30937,9458,7672,13807,3429827,0.28%,0.22%,0.009019988471721752
Kars,873,302,343,228,194225,0.16%,0.18%,0.004494786973870511
Kastamonu,1997,592,420,985,302774,0.20%,0.14%,0.006595678624981009
Kayseri,4397,1763,1449,1185,1016718,0.17%,0.14%,0.004324699670901862
Kırklareli,2214,847,634,733,294199,0.29%,0.22%,0.0075255184415990535
Kırşehir,1265,366,398,501,185308,0.20%,0.21%,0.006826472683316424
Kocaeli,9634,4225,2836,2573,1453509,0.29%,0.20%,0.00662809793403412
Konya,8428,3294,2628,2506,1611865,0.20%,0.16%,0.005228725730752885
Kütahya,1909,697,700,512,454645,0.15%,0.15%,0.004198880445182505
Malatya,2496,927,895,674,585623,0.16%,0.15%,0.004262127682826665
Manisa,6384,2638,1846,1900,1101092,0.24%,0.17%,0.005797880649391695
Kahramanmaraş,4314,2683,774,857,785567,0.34%,0.10%,0.005491574875217518
Mardin,1482,883,391,208,517582,0.17%,0.08%,0.0028633144120158737
Muğla,9333,1588,2546,5199,787329,0.20%,0.32%,0.011854002583418113
Muş,1368,1062,167,139,244220,0.43%,0.07%,0.005601506838096798
Nevşehir,1470,545,426,499,228791,0.24%,0.19%,0.006425077909533155
