,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Adana,11442,10384,1058,0,1599578,0.65%,0.07%,0.007153136639788745
Adıyaman,2297,2006,291,0,417362,0.48%,0.07%,0.005503615566342887
Afyon,4754,4194,560,0,544755,0.77%,0.10%,0.008726858863158668
Ağrı,1657,1235,422,0,316215,0.39%,0.13%,0.0052401056243378714
Amasya,1925,1634,291,0,261116,0.63%,0.11%,0.007372202392806262
Ankara,46914,43043,3871,0,4269423,1.01%,0.09%,0.010988370091227785
Antalya,20071,16637,3434,0,1903745,0.87%,0.18%,0.010542903592655528
Artvin,884,805,79,0,135986,0.59%,0.06%,0.006500669186533908
Aydın,7638,6682,956,0,867298,0.77%,0.11%,0.008806661608812657
Balıkesir,11199,10052,1147,0,992100,1.01%,0.12%,0.0112881765951013
Bilecik,1912,1764,148,0,169031,1.04%,0.09%,0.011311534570581728
Bingöl,447,354,93,0,193043,0.18%,0.05%,0.0023155462772542906
Bitlis,1025,927,98,0,216393,0.43%,0.05%,0.004736752113053564
Bolu,2751,2505,246,0,247627,1.01%,0.10%,0.011109450908018915
Burdur,1799,1578,221,0,212252,0.74%,0.10%,0.008475774079867328
Bursa,30066,27472,2594,0,2314439,1.19%,0.11%,0.012990621053309247
Çanakkale,4410,3849,561,0,437937,0.88%,0.13%,0.010069941566937711
Çankırı,1347,1179,168,0,151413,0.78%,0.11%,0.00889619781656793
Çorum,3642,3246,396,0,407844,0.80%,0.10%,0.008929884956012593
Denizli,10036,9287,749,0,793926,1.17%,0.09%,0.012640976614949
Diyarbakır,3980,3449,531,0,1099830,0.31%,0.05%,0.003618741078166626
Edirne,3890,3493,397,0,334075,1.05%,0.12%,0.01164409189553244
Elazığ,2973,2639,334,0,432965,0.61%,0.08%,0.0068666058457381085
Erzincan,1106,1003,103,0,180234,0.56%,0.06%,0.006136467037295959
Erzurum,2289,1970,319,0,526063,0.37%,0.06%,0.004351189876497682
Eskişehir,7307,6580,727,0,698642,0.94%,0.10%,0.010458861620114451
Gaziantep,12610,11908,702,0,1317351,0.90%,0.05%,0.00957224004840016
Giresun,1727,1519,208,0,359477,0.42%,0.06%,0.0048042016596333
Gümüşhane,170,126,44,0,110911,0.11%,0.04%,0.0015327605016634959
Hakkari,896,793,103,0,181606,0.44%,0.06%,0.004933757695230334
Hatay,6093,5278,815,0,1120447,0.47%,0.07%,0.005438008223503655
Isparta,2752,2323,429,0,342106,0.68%,0.13%,0.008044290366143826
Mersin,9092,7996,1096,0,1356886,0.59%,0.08%,0.006700636604696342
İstanbul,184451,168797,15654,0,11520854,1.47%,0.14%,0.016010184661657895
İzmir,41670,37955,3715,0,3429827,1.11%,0.11%,0.012149300824793787
Kars,951,836,115,0,194225,0.43%,0.06%,0.004896383060882996
Kastamonu,2567,2312,255,0,302774,0.76%,0.08%,0.008478270921545444
Kayseri,6641,5856,785,0,1016718,0.58%,0.08%,0.006531801345112411
Kırklareli,2961,2694,267,0,294199,0.92%,0.09%,0.010064616127179222
Kırşehir,1660,1526,134,0,185308,0.82%,0.07%,0.00895805901526108
Kocaeli,21301,19900,1401,0,1453509,1.37%,0.10%,0.014654880017942785
Konya,11854,10513,1341,0,1611865,0.65%,0.08%,0.007354213907492252
Kütahya,3953,3548,405,0,454645,0.78%,0.09%,0.008694695861606308
Malatya,2689,2360,329,0,585623,0.40%,0.06%,0.004591691241634977
Manisa,11766,10777,989,0,1101092,0.98%,0.09%,0.01068575559535443
Kahramanmaraş,5948,5403,545,0,785567,0.69%,0.07%,0.0075716011492336106
Mardin,1892,1604,288,0,517582,0.31%,0.06%,0.003655459424786797
Muğla,9436,7445,1991,0,787329,0.95%,0.25%,0.011984824641287188
Muş,465,364,101,0,244220,0.15%,0.04%,0.0019040209647039554
Nevşehir,1394,1047,347,0,228791,0.46%,0.15%,0.006092897010808992
Niğde,1348,1185,163,0,260708,0.45%,0.06%,0.005170535618392992
Ordu,5220,4600,620,0,589401,0.78%,0.11%,0.008856449174670555
Rize,1540,1279,261,0,268906,0.48%,0.10%,0.005726908287654422
Sakarya,7883,7140,743,0,777027,0.92%,0.10%,0.010145078613741865
Samsun,11439,10131,1308,0,1030199,0.98%,0.13%,0.011103679968627421
Siirt,670,556,114,0,197181,0.28%,0.06%,0.0033978933061501867
Sinop,1052,865,187,0,172933,0.50%,0.11%,0.006083280808174264
Sivas,3171,2741,430,0,478755,0.57%,0.09%,0.006623429520318326
Tekirdağ,11071,10268,803,0,809854,1.27%,0.10%,0.013670365275716363
Tokat,3325,2890,435,0,457272,0.63%,0.10%,0.007271383334208086
Trabzon,4173,3476,697,0,621825,0.56%,0.11%,0.006710891327945966
Tunceli,180,149,31,0,68980,0.22%,0.04%,0.002609452015076834
Şanlıurfa,4112,3521,591,0,1157716,0.30%,0.05%,0.0035518209992778885
Uşak,2433,2184,249,0,286295,0.76%,0.09%,0.00849822735290522
Van,4178,3570,608,0,693216,0.51%,0.09%,0.006026981489175091
Yozgat,1698,1501,197,0,315031,0.48%,0.06%,0.0053899457513705
Zonguldak,4995,4458,537,0,466537,0.96%,0.12%,0.010706546318941476
Aksaray,1826,1616,210,0,299426,0.54%,0.07%,0.006098334813944013
Bayburt,296,231,65,0,62060,0.37%,0.10%,0.004769577827908476
Karaman,1405,1244,161,0,188095,0.66%,0.09%,0.007469629708392036
Kırıkkale,1156,836,320,0,214988,0.39%,0.15%,0.005377044300146985
Batman,1872,1669,203,0,375020,0.45%,0.05%,0.004991733774198709
Şırnak,1260,899,361,0,307348,0.29%,0.12%,0.0040995874383435065
Bartın,1775,1569,206,0,159253,0.99%,0.13%,0.011145786892554615
Ardahan,277,230,47,0,71678,0.32%,0.07%,0.003864505148023103
Iğdır,515,424,91,0,130907,0.32%,0.07%,0.0039340906139473065
Yalova,2251,2019,232,0,210810,0.96%,0.11%,0.010677861581518903
Karabük,1556,1374,182,0,195265,0.70%,0.09%,0.007968657977620157
Kilis,585,456,129,0,94522,0.48%,0.14%,0.006189035356848141
Osmaniye,2135,1930,205,0,378009,0.51%,0.05%,0.0056480136716321565
Düzce,2124,1815,309,0,298284,0.61%,0.10%,0.007120730578911373
