date,toplam,1.doz,2.doz,3.doz,Adana,Adıyaman,Afyon,Ağrı,Amasya,Ankara,Antalya,Artvin,Aydın,Balıkesir,Bilecik,Bingöl,Bitlis,Bolu,Burdur,Bursa,Çanakkale,Çankırı,Çorum,Denizli,Diyarbakır,Edirne,Elazığ,Erzincan,Erzurum,Eskişehir,Gaziantep,Giresun,Gümüşhane,Hakkari,Hatay,Isparta,Mersin,İstanbul,İzmir,Kars,Kastamonu,Kayseri,Kırklareli,Kırşehir,Kocaeli,Konya,Kütahya,Malatya,Manisa,Kahramanmaraş,Mardin,Muğla,Muş,Nevşehir,Niğde,Ordu,Rize,Sakarya,Samsun,Siirt,Sinop,Sivas,Tekirdağ,Tokat,Trabzon,Tunceli,Şanlıurfa,Uşak,Van,Yozgat,Zonguldak,Aksaray,Bayburt,Karaman,Kırıkkale,Batman,Şırnak,Bartın,Ardahan,Iğdır,Yalova,Karabük,Kilis,Osmaniye,Düzce
"18 Haziran 2021, Cuma 23:59",40402000,26118567,14283433,0,"{'toplam': '965.571', '1.doz': '622.939', '2.doz': '342.632'}","{'toplam': '213.765', '1.doz': '138.570', '2.doz': '75.195'}","{'toplam': '373.871', '1.doz': '239.483', '2.doz': '134.388'}","{'toplam': '114.945', '1.doz': '77.550', '2.doz': '37.395'}","{'toplam': '228.869', '1.doz': '144.504', '2.doz': '84.365'}","{'toplam': '3.397.684', '1.doz': '2.203.070', '2.doz': '1.194.614'}","{'toplam': '1.368.704', '1.doz': '860.709', '2.doz': '507.995'}","{'toplam': '109.584', '1.doz': '67.688', '2.doz': '41.896'}","{'toplam': '749.108', '1.doz': '467.156', '2.doz': '281.952'}","{'toplam': '911.463', '1.doz': '561.248', '2.doz': '350.215'}","{'toplam': '139.606', '1.doz': '91.813', '2.doz': '47.793'}","{'toplam': '77.400', '1.doz': '47.826', '2.doz': '29.574'}","{'toplam': '62.776', '1.doz': '40.029', '2.doz': '22.747'}","{'toplam': '203.350', '1.doz': '130.286', '2.doz': '73.064'}","{'toplam': '173.505', '1.doz': '109.017', '2.doz': '64.488'}","{'toplam': '1.546.612', '1.doz': '1.017.224', '2.doz': '529.388'}","{'toplam': '414.346', '1.doz': '257.420', '2.doz': '156.926'}","{'toplam': '113.993', '1.doz': '69.458', '2.doz': '44.535'}","{'toplam': '317.939', '1.doz': '200.262', '2.doz': '117.677'}","{'toplam': '588.379', '1.doz': '382.612', '2.doz': '205.767'}","{'toplam': '374.524', '1.doz': '244.784', '2.doz': '129.740'}","{'toplam': '311.737', '1.doz': '191.643', '2.doz': '120.094'}","{'toplam': '258.842', '1.doz': '160.971', '2.doz': '97.871'}","{'toplam': '124.869', '1.doz': '77.657', '2.doz': '47.212'}","{'toplam': '273.020', '1.doz': '169.888', '2.doz': '103.132'}","{'toplam': '594.719', '1.doz': '385.422', '2.doz': '209.297'}","{'toplam': '612.839', '1.doz': '414.253', '2.doz': '198.586'}","{'toplam': '299.807', '1.doz': '179.329', '2.doz': '120.478'}","{'toplam': '59.288', '1.doz': '35.559', '2.doz': '23.729'}","{'toplam': '47.853', '1.doz': '34.650', '2.doz': '13.203'}","{'toplam': '628.803', '1.doz': '413.258', '2.doz': '215.545'}","{'toplam': '278.990', '1.doz': '174.888', '2.doz': '104.102'}","{'toplam': '934.001', '1.doz': '595.009', '2.doz': '338.992'}","{'toplam': '7.234.501', '1.doz': '4.904.911', '2.doz': '2.329.590'}","{'toplam': '2.732.667', '1.doz': '1.757.869', '2.doz': '974.798'}","{'toplam': '102.319', '1.doz': '65.733', '2.doz': '36.586'}","{'toplam': '247.767', '1.doz': '150.850', '2.doz': '96.917'}","{'toplam': '671.865', '1.doz': '430.865', '2.doz': '241.000'}","{'toplam': '261.596', '1.doz': '165.105', '2.doz': '96.491'}","{'toplam': '143.144', '1.doz': '89.900', '2.doz': '53.244'}","{'toplam': '936.151', '1.doz': '626.405', '2.doz': '309.746'}","{'toplam': '984.728', '1.doz': '623.261', '2.doz': '361.467'}","{'toplam': '332.886', '1.doz': '213.449', '2.doz': '119.437'}","{'toplam': '385.772', '1.doz': '242.503', '2.doz': '143.269'}","{'toplam': '804.277', '1.doz': '530.693', '2.doz': '273.584'}","{'toplam': '404.419', '1.doz': '260.548', '2.doz': '143.871'}","{'toplam': '148.128', '1.doz': '97.021', '2.doz': '51.107'}","{'toplam': '756.174', '1.doz': '484.400', '2.doz': '271.774'}","{'toplam': '77.789', '1.doz': '49.831', '2.doz': '27.958'}","{'toplam': '160.791', '1.doz': '103.296', '2.doz': '57.495'}","{'toplam': '160.198', '1.doz': '102.017', '2.doz': '58.181'}","{'toplam': '478.034', '1.doz': '296.079', '2.doz': '181.955'}","{'toplam': '196.780', '1.doz': '121.027', '2.doz': '75.753'}","{'toplam': '499.360', '1.doz': '320.872', '2.doz': '178.488'}","{'toplam': '736.928', '1.doz': '456.552', '2.doz': '280.376'}","{'toplam': '55.371', '1.doz': '36.578', '2.doz': '18.793'}","{'toplam': '150.895', '1.doz': '90.866', '2.doz': '60.029'}","{'toplam': '326.546', '1.doz': '204.953', '2.doz': '121.593'}","{'toplam': '566.551', '1.doz': '365.130', '2.doz': '201.421'}","{'toplam': '345.189', '1.doz': '211.394', '2.doz': '133.795'}","{'toplam': '468.510', '1.doz': '288.568', '2.doz': '179.942'}","{'toplam': '58.414', '1.doz': '35.842', '2.doz': '22.572'}","{'toplam': '314.336', '1.doz': '209.479', '2.doz': '104.857'}","{'toplam': '217.297', '1.doz': '138.811', '2.doz': '78.486'}","{'toplam': '261.423', '1.doz': '176.437', '2.doz': '84.986'}","{'toplam': '207.118', '1.doz': '127.548', '2.doz': '79.570'}","{'toplam': '365.184', '1.doz': '230.034', '2.doz': '135.150'}","{'toplam': '165.881', '1.doz': '105.253', '2.doz': '60.628'}","{'toplam': '32.268', '1.doz': '19.703', '2.doz': '12.565'}","{'toplam': '126.258', '1.doz': '79.163', '2.doz': '47.095'}","{'toplam': '154.765', '1.doz': '96.644', '2.doz': '58.121'}","{'toplam': '134.579', '1.doz': '87.845', '2.doz': '46.734'}","{'toplam': '76.383', '1.doz': '53.802', '2.doz': '22.581'}","{'toplam': '125.099', '1.doz': '77.502', '2.doz': '47.597'}","{'toplam': '46.729', '1.doz': '28.971', '2.doz': '17.758'}","{'toplam': '55.253', '1.doz': '35.583', '2.doz': '19.670'}","{'toplam': '173.587', '1.doz': '109.326', '2.doz': '64.261'}","{'toplam': '145.612', '1.doz': '90.222', '2.doz': '55.390'}","{'toplam': '52.130', '1.doz': '34.800', '2.doz': '17.330'}","{'toplam': '253.448', '1.doz': '160.089', '2.doz': '93.359'}","{'toplam': '196.138', '1.doz': '124.662', '2.doz': '71.476'}"
"19 Haziran 2021, Cumartesi 23:59",41022221,26676240,14345981,0,"{'toplam': '977.013', '1.doz': '633.323', '2.doz': '343.690'}","{'toplam': '216.062', '1.doz': '140.576', '2.doz': '75.486'}","{'toplam': '378.625', '1.doz': '243.677', '2.doz': '134.948'}","{'toplam': '116.602', '1.doz': '78.785', '2.doz': '37.817'}","{'toplam': '230.794', '1.doz': '146.138', '2.doz': '84.656'}","{'toplam': '3.444.598', '1.doz': '2.246.113', '2.doz': '1.198.485'}","{'toplam': '1.388.775', '1.doz': '877.346', '2.doz': '511.429'}","{'toplam': '110.468', '1.doz': '68.493', '2.doz': '41.975'}","{'toplam': '756.746', '1.doz': '473.838', '2.doz': '282.908'}","{'toplam': '922.662', '1.doz': '571.300', '2.doz': '351.362'}","{'toplam': '141.518', '1.doz': '93.577', '2.doz': '47.941'}","{'toplam': '77.847', '1.doz': '48.180', '2.doz': '29.667'}","{'toplam': '63.801', '1.doz': '40.956', '2.doz': '22.845'}","{'toplam': '206.101', '1.doz': '132.791', '2.doz': '73.310'}","{'toplam': '175.304', '1.doz': '110.595', '2.doz': '64.709'}","{'toplam': '1.576.678', '1.doz': '1.044.696', '2.doz': '531.982'}","{'toplam': '418.756', '1.doz': '261.269', '2.doz': '157.487'}","{'toplam': '115.340', '1.doz': '70.637', '2.doz': '44.703'}","{'toplam': '321.581', '1.doz': '203.508', '2.doz': '118.073'}","{'toplam': '598.415', '1.doz': '391.899', '2.doz': '206.516'}","{'toplam': '378.504', '1.doz': '248.233', '2.doz': '130.271'}","{'toplam': '315.627', '1.doz': '195.136', '2.doz': '120.491'}","{'toplam': '261.815', '1.doz': '163.610', '2.doz': '98.205'}","{'toplam': '125.975', '1.doz': '78.660', '2.doz': '47.315'}","{'toplam': '275.309', '1.doz': '171.858', '2.doz': '103.451'}","{'toplam': '602.026', '1.doz': '392.002', '2.doz': '210.024'}","{'toplam': '625.449', '1.doz': '426.161', '2.doz': '199.288'}","{'toplam': '301.534', '1.doz': '180.848', '2.doz': '120.686'}","{'toplam': '59.458', '1.doz': '35.685', '2.doz': '23.773'}","{'toplam': '48.749', '1.doz': '35.443', '2.doz': '13.306'}","{'toplam': '634.896', '1.doz': '418.536', '2.doz': '216.360'}","{'toplam': '281.742', '1.doz': '177.211', '2.doz': '104.531'}","{'toplam': '943.093', '1.doz': '603.005', '2.doz': '340.088'}","{'toplam': '7.418.952', '1.doz': '5.073.708', '2.doz': '2.345.244'}","{'toplam': '2.774.337', '1.doz': '1.795.824', '2.doz': '978.513'}","{'toplam': '103.270', '1.doz': '66.569', '2.doz': '36.701'}","{'toplam': '250.334', '1.doz': '153.162', '2.doz': '97.172'}","{'toplam': '678.506', '1.doz': '436.721', '2.doz': '241.785'}","{'toplam': '264.557', '1.doz': '167.799', '2.doz': '96.758'}","{'toplam': '144.804', '1.doz': '91.426', '2.doz': '53.378'}","{'toplam': '957.452', '1.doz': '646.305', '2.doz': '311.147'}","{'toplam': '996.582', '1.doz': '633.774', '2.doz': '362.808'}","{'toplam': '336.839', '1.doz': '216.997', '2.doz': '119.842'}","{'toplam': '388.461', '1.doz': '244.863', '2.doz': '143.598'}","{'toplam': '816.043', '1.doz': '541.470', '2.doz': '274.573'}","{'toplam': '410.367', '1.doz': '265.951', '2.doz': '144.416'}","{'toplam': '150.020', '1.doz': '98.625', '2.doz': '51.395'}","{'toplam': '765.610', '1.doz': '491.845', '2.doz': '273.765'}","{'toplam': '78.254', '1.doz': '50.195', '2.doz': '28.059'}","{'toplam': '162.185', '1.doz': '104.343', '2.doz': '57.842'}","{'toplam': '161.546', '1.doz': '103.202', '2.doz': '58.344'}","{'toplam': '483.254', '1.doz': '300.679', '2.doz': '182.575'}","{'toplam': '198.320', '1.doz': '122.306', '2.doz': '76.014'}","{'toplam': '507.243', '1.doz': '328.012', '2.doz': '179.231'}","{'toplam': '748.367', '1.doz': '466.683', '2.doz': '281.684'}","{'toplam': '56.041', '1.doz': '37.134', '2.doz': '18.907'}","{'toplam': '151.947', '1.doz': '91.731', '2.doz': '60.216'}","{'toplam': '329.717', '1.doz': '207.694', '2.doz': '122.023'}","{'toplam': '577.622', '1.doz': '375.398', '2.doz': '202.224'}","{'toplam': '348.514', '1.doz': '214.284', '2.doz': '134.230'}","{'toplam': '472.683', '1.doz': '292.044', '2.doz': '180.639'}","{'toplam': '58.594', '1.doz': '35.991', '2.doz': '22.603'}","{'toplam': '318.448', '1.doz': '213.000', '2.doz': '105.448'}","{'toplam': '219.730', '1.doz': '140.995', '2.doz': '78.735'}","{'toplam': '265.601', '1.doz': '180.007', '2.doz': '85.594'}","{'toplam': '208.816', '1.doz': '129.049', '2.doz': '79.767'}","{'toplam': '370.179', '1.doz': '234.492', '2.doz': '135.687'}","{'toplam': '167.707', '1.doz': '106.869', '2.doz': '60.838'}","{'toplam': '32.564', '1.doz': '19.934', '2.doz': '12.630'}","{'toplam': '127.663', '1.doz': '80.407', '2.doz': '47.256'}","{'toplam': '155.921', '1.doz': '97.480', '2.doz': '58.441'}","{'toplam': '136.451', '1.doz': '89.514', '2.doz': '46.937'}","{'toplam': '77.643', '1.doz': '54.701', '2.doz': '22.942'}","{'toplam': '126.874', '1.doz': '79.071', '2.doz': '47.803'}","{'toplam': '47.006', '1.doz': '29.201', '2.doz': '17.805'}","{'toplam': '55.768', '1.doz': '36.007', '2.doz': '19.761'}","{'toplam': '175.838', '1.doz': '111.345', '2.doz': '64.493'}","{'toplam': '147.168', '1.doz': '91.596', '2.doz': '55.572'}","{'toplam': '52.715', '1.doz': '35.256', '2.doz': '17.459'}","{'toplam': '255.583', '1.doz': '162.019', '2.doz': '93.564'}","{'toplam': '198.262', '1.doz': '126.477', '2.doz': '71.785'}"
"21 Haziran 2021, Pazartesi 00:27",41588556,27193123,14395433,0,"{'toplam': '987.302', '1.doz': '642.645', '2.doz': '344.657'}","{'toplam': '217.619', '1.doz': '141.940', '2.doz': '75.679'}","{'toplam': '382.569', '1.doz': '247.168', '2.doz': '135.401'}","{'toplam': '118.137', '1.doz': '80.020', '2.doz': '38.117'}","{'toplam': '232.518', '1.doz': '147.629', '2.doz': '84.889'}","{'toplam': '3.489.058', '1.doz': '2.287.674', '2.doz': '1.201.384'}","{'toplam': '1.406.604', '1.doz': '892.319', '2.doz': '514.285'}","{'toplam': '111.098', '1.doz': '69.051', '2.doz': '42.047'}","{'toplam': '763.525', '1.doz': '479.870', '2.doz': '283.655'}","{'toplam': '931.596', '1.doz': '579.446', '2.doz': '352.150'}","{'toplam': '142.909', '1.doz': '94.856', '2.doz': '48.053'}","{'toplam': '78.239', '1.doz': '48.517', '2.doz': '29.722'}","{'toplam': '64.504', '1.doz': '41.598', '2.doz': '22.906'}","{'toplam': '207.706', '1.doz': '134.201', '2.doz': '73.505'}","{'toplam': '176.643', '1.doz': '111.774', '2.doz': '64.869'}","{'toplam': '1.603.487', '1.doz': '1.069.307', '2.doz': '534.180'}","{'toplam': '422.659', '1.doz': '264.820', '2.doz': '157.839'}","{'toplam': '116.270', '1.doz': '71.445', '2.doz': '44.825'}","{'toplam': '323.878', '1.doz': '205.490', '2.doz': '118.388'}","{'toplam': '605.224', '1.doz': '398.168', '2.doz': '207.056'}","{'toplam': '382.107', '1.doz': '251.424', '2.doz': '130.683'}","{'toplam': '319.264', '1.doz': '198.420', '2.doz': '120.844'}","{'toplam': '264.101', '1.doz': '165.647', '2.doz': '98.454'}","{'toplam': '126.951', '1.doz': '79.565', '2.doz': '47.386'}","{'toplam': '276.972', '1.doz': '173.309', '2.doz': '103.663'}","{'toplam': '608.877', '1.doz': '398.307', '2.doz': '210.570'}","{'toplam': '637.599', '1.doz': '437.409', '2.doz': '200.190'}","{'toplam': '303.069', '1.doz': '182.222', '2.doz': '120.847'}","{'toplam': '59.645', '1.doz': '35.833', '2.doz': '23.812'}","{'toplam': '49.537', '1.doz': '36.158', '2.doz': '13.379'}","{'toplam': '640.365', '1.doz': '423.349', '2.doz': '217.016'}","{'toplam': '283.707', '1.doz': '178.861', '2.doz': '104.846'}","{'toplam': '951.595', '1.doz': '610.691', '2.doz': '340.904'}","{'toplam': '7.603.677', '1.doz': '5.247.004', '2.doz': '2.356.673'}","{'toplam': '2.818.405', '1.doz': '1.836.821', '2.doz': '981.584'}","{'toplam': '104.038', '1.doz': '67.244', '2.doz': '36.794'}","{'toplam': '252.118', '1.doz': '154.800', '2.doz': '97.318'}","{'toplam': '683.237', '1.doz': '440.772', '2.doz': '242.465'}","{'toplam': '267.245', '1.doz': '170.260', '2.doz': '96.985'}","{'toplam': '145.869', '1.doz': '92.370', '2.doz': '53.499'}","{'toplam': '973.823', '1.doz': '661.546', '2.doz': '312.277'}","{'toplam': '1.006.798', '1.doz': '642.610', '2.doz': '364.188'}","{'toplam': '339.356', '1.doz': '219.032', '2.doz': '120.324'}","{'toplam': '390.620', '1.doz': '246.644', '2.doz': '143.976'}","{'toplam': '825.513', '1.doz': '550.084', '2.doz': '275.429'}","{'toplam': '414.298', '1.doz': '269.343', '2.doz': '144.955'}","{'toplam': '151.547', '1.doz': '99.985', '2.doz': '51.562'}","{'toplam': '775.067', '1.doz': '499.690', '2.doz': '275.377'}","{'toplam': '78.703', '1.doz': '50.566', '2.doz': '28.137'}","{'toplam': '163.421', '1.doz': '105.364', '2.doz': '58.057'}","{'toplam': '162.518', '1.doz': '104.048', '2.doz': '58.470'}","{'toplam': '487.496', '1.doz': '304.511', '2.doz': '182.985'}","{'toplam': '199.790', '1.doz': '123.579', '2.doz': '76.211'}","{'toplam': '513.581', '1.doz': '333.743', '2.doz': '179.838'}","{'toplam': '757.970', '1.doz': '475.243', '2.doz': '282.727'}","{'toplam': '56.651', '1.doz': '37.644', '2.doz': '19.007'}","{'toplam': '152.921', '1.doz': '92.585', '2.doz': '60.336'}","{'toplam': '332.131', '1.doz': '209.770', '2.doz': '122.361'}","{'toplam': '587.903', '1.doz': '384.987', '2.doz': '202.916'}","{'toplam': '351.300', '1.doz': '216.726', '2.doz': '134.574'}","{'toplam': '476.263', '1.doz': '295.070', '2.doz': '181.193'}","{'toplam': '58.771', '1.doz': '36.141', '2.doz': '22.630'}","{'toplam': '322.013', '1.doz': '216.188', '2.doz': '105.825'}","{'toplam': '221.810', '1.doz': '142.896', '2.doz': '78.914'}","{'toplam': '270.217', '1.doz': '184.117', '2.doz': '86.100'}","{'toplam': '210.289', '1.doz': '130.330', '2.doz': '79.959'}","{'toplam': '375.239', '1.doz': '239.141', '2.doz': '136.098'}","{'toplam': '169.200', '1.doz': '108.164', '2.doz': '61.036'}","{'toplam': '32.756', '1.doz': '20.089', '2.doz': '12.667'}","{'toplam': '128.585', '1.doz': '81.246', '2.doz': '47.339'}","{'toplam': '157.257', '1.doz': '98.407', '2.doz': '58.850'}","{'toplam': '137.585', '1.doz': '90.513', '2.doz': '47.072'}","{'toplam': '78.504', '1.doz': '55.354', '2.doz': '23.150'}","{'toplam': '128.349', '1.doz': '80.389', '2.doz': '47.960'}","{'toplam': '47.221', '1.doz': '29.376', '2.doz': '17.845'}","{'toplam': '56.165', '1.doz': '36.336', '2.doz': '19.829'}","{'toplam': '177.837', '1.doz': '113.159', '2.doz': '64.678'}","{'toplam': '148.569', '1.doz': '92.812', '2.doz': '55.757'}","{'toplam': '53.221', '1.doz': '35.657', '2.doz': '17.564'}","{'toplam': '257.317', '1.doz': '163.613', '2.doz': '93.704'}","{'toplam': '200.058', '1.doz': '128.021', '2.doz': '72.037'}"
"21 Haziran 2021, Pazartesi 23:59",42783770,28282792,14500978,0,"{'toplam': '1.021.114', '1.doz': '673.190', '2.doz': '347.924'}","{'toplam': '225.220', '1.doz': '148.868', '2.doz': '76.352'}","{'toplam': '393.232', '1.doz': '256.918', '2.doz': '136.314'}","{'toplam': '121.873', '1.doz': '82.996', '2.doz': '38.877'}","{'toplam': '238.083', '1.doz': '152.431', '2.doz': '85.652'}","{'toplam': '3.574.549', '1.doz': '2.364.799', '2.doz': '1.209.750'}","{'toplam': '1.444.673', '1.doz': '926.454', '2.doz': '518.219'}","{'toplam': '114.350', '1.doz': '71.961', '2.doz': '42.389'}","{'toplam': '783.341', '1.doz': '497.472', '2.doz': '285.869'}","{'toplam': '952.120', '1.doz': '598.267', '2.doz': '353.853'}","{'toplam': '146.998', '1.doz': '98.607', '2.doz': '48.391'}","{'toplam': '80.545', '1.doz': '50.501', '2.doz': '30.044'}","{'toplam': '66.898', '1.doz': '43.768', '2.doz': '23.130'}","{'toplam': '212.684', '1.doz': '138.544', '2.doz': '74.140'}","{'toplam': '180.960', '1.doz': '115.502', '2.doz': '65.458'}","{'toplam': '1.652.496', '1.doz': '1.114.126', '2.doz': '538.370'}","{'toplam': '431.197', '1.doz': '272.626', '2.doz': '158.571'}","{'toplam': '118.627', '1.doz': '73.550', '2.doz': '45.077'}","{'toplam': '332.074', '1.doz': '212.709', '2.doz': '119.365'}","{'toplam': '624.846', '1.doz': '416.335', '2.doz': '208.511'}","{'toplam': '396.268', '1.doz': '264.568', '2.doz': '131.700'}","{'toplam': '326.572', '1.doz': '205.046', '2.doz': '121.526'}","{'toplam': '271.309', '1.doz': '172.075', '2.doz': '99.234'}","{'toplam': '130.327', '1.doz': '82.577', '2.doz': '47.750'}","{'toplam': '286.098', '1.doz': '181.609', '2.doz': '104.489'}","{'toplam': '624.311', '1.doz': '412.499', '2.doz': '211.812'}","{'toplam': '667.863', '1.doz': '465.872', '2.doz': '201.991'}","{'toplam': '310.710', '1.doz': '188.938', '2.doz': '121.772'}","{'toplam': '61.383', '1.doz': '37.241', '2.doz': '24.142'}","{'toplam': '52.231', '1.doz': '38.661', '2.doz': '13.570'}","{'toplam': '654.204', '1.doz': '435.850', '2.doz': '218.354'}","{'toplam': '291.175', '1.doz': '185.569', '2.doz': '105.606'}","{'toplam': '980.951', '1.doz': '637.605', '2.doz': '343.346'}","{'toplam': '7.832.915', '1.doz': '5.460.890', '2.doz': '2.372.025'}","{'toplam': '2.889.666', '1.doz': '1.902.253', '2.doz': '987.413'}","{'toplam': '107.666', '1.doz': '70.556', '2.doz': '37.110'}","{'toplam': '258.217', '1.doz': '160.259', '2.doz': '97.958'}","{'toplam': '705.851', '1.doz': '461.496', '2.doz': '244.355'}","{'toplam': '274.203', '1.doz': '176.724', '2.doz': '97.479'}","{'toplam': '149.682', '1.doz': '95.841', '2.doz': '53.841'}","{'toplam': '1.005.828', '1.doz': '691.399', '2.doz': '314.429'}","{'toplam': '1.036.089', '1.doz': '669.378', '2.doz': '366.711'}","{'toplam': '349.079', '1.doz': '227.586', '2.doz': '121.493'}","{'toplam': '402.405', '1.doz': '257.425', '2.doz': '144.980'}","{'toplam': '846.701', '1.doz': '569.270', '2.doz': '277.431'}","{'toplam': '429.453', '1.doz': '283.307', '2.doz': '146.146'}","{'toplam': '155.236', '1.doz': '103.232', '2.doz': '52.004'}","{'toplam': '796.220', '1.doz': '517.654', '2.doz': '278.566'}","{'toplam': '80.820', '1.doz': '52.465', '2.doz': '28.355'}","{'toplam': '168.078', '1.doz': '109.572', '2.doz': '58.506'}","{'toplam': '166.815', '1.doz': '107.939', '2.doz': '58.876'}","{'toplam': '499.012', '1.doz': '314.901', '2.doz': '184.111'}","{'toplam': '205.574', '1.doz': '128.788', '2.doz': '76.786'}","{'toplam': '528.367', '1.doz': '347.148', '2.doz': '181.219'}","{'toplam': '779.705', '1.doz': '494.638', '2.doz': '285.067'}","{'toplam': '58.606', '1.doz': '39.368', '2.doz': '19.238'}","{'toplam': '156.466', '1.doz': '95.645', '2.doz': '60.821'}","{'toplam': '341.897', '1.doz': '218.485', '2.doz': '123.412'}","{'toplam': '608.261', '1.doz': '404.057', '2.doz': '204.204'}","{'toplam': '359.987', '1.doz': '224.638', '2.doz': '135.349'}","{'toplam': '488.209', '1.doz': '305.594', '2.doz': '182.615'}","{'toplam': '60.129', '1.doz': '37.253', '2.doz': '22.876'}","{'toplam': '334.147', '1.doz': '227.214', '2.doz': '106.933'}","{'toplam': '228.588', '1.doz': '149.093', '2.doz': '79.495'}","{'toplam': '281.975', '1.doz': '194.552', '2.doz': '87.423'}","{'toplam': '216.097', '1.doz': '135.538', '2.doz': '80.559'}","{'toplam': '383.646', '1.doz': '246.783', '2.doz': '136.863'}","{'toplam': '175.159', '1.doz': '113.639', '2.doz': '61.520'}","{'toplam': '33.724', '1.doz': '20.893', '2.doz': '12.831'}","{'toplam': '132.512', '1.doz': '84.804', '2.doz': '47.708'}","{'toplam': '162.156', '1.doz': '102.778', '2.doz': '59.378'}","{'toplam': '141.985', '1.doz': '94.459', '2.doz': '47.526'}","{'toplam': '80.976', '1.doz': '57.361', '2.doz': '23.615'}","{'toplam': '132.851', '1.doz': '84.575', '2.doz': '48.276'}","{'toplam': '48.653', '1.doz': '30.584', '2.doz': '18.069'}","{'toplam': '58.054', '1.doz': '37.926', '2.doz': '20.128'}","{'toplam': '181.691', '1.doz': '116.703', '2.doz': '64.988'}","{'toplam': '152.261', '1.doz': '96.113', '2.doz': '56.148'}","{'toplam': '54.971', '1.doz': '37.195', '2.doz': '17.776'}","{'toplam': '266.398', '1.doz': '172.153', '2.doz': '94.245'}","{'toplam': '207.507', '1.doz': '134.934', '2.doz': '72.573'}"
