,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Kocaeli,28748,3909,22863,1976,1453509,0.27%,1.57%,0.019778343305751806
Konya,26467,5670,17391,3406,1611865,0.35%,1.08%,0.016420109624565332
Kütahya,8980,1152,6705,1123,454645,0.25%,1.47%,0.019751674383310054
Malatya,11020,2090,7456,1474,585623,0.36%,1.27%,0.01881756693299273
Manisa,21380,3399,15492,2489,1101092,0.31%,1.41%,0.019417087763783588
Kahramanmaraş,11242,2842,7074,1326,785567,0.36%,0.90%,0.014310682602502397
Mardin,7264,3454,3460,350,517582,0.67%,0.67%,0.01403449115309265
Muğla,22310,2988,16296,3026,787329,0.38%,2.07%,0.028336311757854723
Muş,2262,1105,1008,149,244220,0.45%,0.41%,0.009262140692817951
Nevşehir,5229,926,3545,758,228791,0.40%,1.55%,0.022854919992482223
Niğde,4427,874,2969,584,260708,0.34%,1.14%,0.016980683369900426
Ordu,13598,2148,8965,2485,589401,0.36%,1.52%,0.023070880436239505
Rize,5660,795,3981,884,268906,0.30%,1.48%,0.02104824734293768
Sakarya,15325,2130,11794,1401,777027,0.27%,1.52%,0.01972260938165598
Samsun,19742,3382,13980,2380,1030199,0.33%,1.36%,0.01916328786962519
Siirt,3224,1941,1113,170,197181,0.98%,0.56%,0.01635045972989284
Sinop,3998,552,2660,786,172933,0.32%,1.54%,0.023118780105590025
Sivas,10332,1736,6713,1883,478755,0.36%,1.40%,0.02158097565560673
Tekirdağ,17493,2191,13888,1414,809854,0.27%,1.71%,0.021600189663815945
Tokat,9444,1555,6356,1533,457272,0.34%,1.39%,0.020652915551356742
Trabzon,13707,2127,9455,2125,621825,0.34%,1.52%,0.022043179351103608
Tunceli,1987,282,1309,396,68980,0.41%,1.90%,0.028805450855320384
Şanlıurfa,10831,5650,4696,485,1157716,0.49%,0.41%,0.009355489601940372
Uşak,6126,837,4656,633,286295,0.29%,1.63%,0.02139750956181561
Van,10636,5306,4719,611,693216,0.77%,0.68%,0.015342981119881827
Yozgat,5429,988,3575,866,315031,0.31%,1.13%,0.017233224666778825
Zonguldak,9031,1362,6653,1016,466537,0.29%,1.43%,0.019357521482754853
Aksaray,5004,1201,3245,558,299426,0.40%,1.08%,0.01671197557994296
Bayburt,858,183,518,157,62060,0.29%,0.83%,0.01382533032549146
Karaman,3971,907,2481,583,188095,0.48%,1.32%,0.021111672293256067
Kırıkkale,4176,737,2944,495,214988,0.34%,1.37%,0.019424339963160734
Batman,6310,3259,2683,368,375020,0.87%,0.72%,0.01682576929230441
Şırnak,7706,5332,2104,270,307348,1.73%,0.68%,0.025072556190377033
Bartın,4836,803,3215,818,159253,0.50%,2.02%,0.030366774880222037
Ardahan,2089,588,1114,387,71678,0.82%,1.55%,0.029144228354585786
Iğdır,1933,768,966,199,130907,0.59%,0.74%,0.014766208071378918
Yalova,4648,649,3462,537,210810,0.31%,1.64%,0.02204828992932024
Karabük,3533,480,2520,533,195265,0.25%,1.29%,0.018093360305226232
Kilis,1323,360,877,86,94522,0.38%,0.93%,0.013996741499333488
Osmaniye,7379,1662,4836,881,378009,0.44%,1.28%,0.019520699242610625
Düzce,5785,869,4233,683,298284,0.29%,1.42%,0.019394268549436107
