,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Adana,25944,24120,1824,0,1599578,1.51%,0.11%,0.016219277834528856
Adıyaman,5341,4976,365,0,417362,1.19%,0.09%,0.012797044292484702
Afyon,8767,8069,698,0,544755,1.48%,0.13%,0.016093473212728658
Ağrı,3080,2575,505,0,316215,0.81%,0.16%,0.00974020840251095
Amasya,3869,3470,399,0,261116,1.33%,0.15%,0.014817169380658404
Ankara,63306,58536,4770,0,4269423,1.37%,0.11%,0.014827764782266831
Antalya,30895,28052,2843,0,1903745,1.47%,0.15%,0.01622853901126464
Artvin,2224,2075,149,0,135986,1.53%,0.11%,0.01635462474078214
Aydın,14750,12885,1865,0,867298,1.49%,0.22%,0.01700684193898752
Balıkesir,14149,12864,1285,0,992100,1.30%,0.13%,0.01426166717064812
Bilecik,2098,1958,140,0,169031,1.16%,0.08%,0.01241192443989564
Bingöl,1753,1567,186,0,193043,0.81%,0.10%,0.009080878353527453
Bitlis,1642,1486,156,0,216393,0.69%,0.07%,0.007588045824033125
Bolu,3102,2711,391,0,247627,1.09%,0.16%,0.012526905385923184
Burdur,3022,2594,428,0,212252,1.22%,0.20%,0.014237792812317435
Bursa,37617,34860,2757,0,2314439,1.51%,0.12%,0.016253182736723673
Çanakkale,5833,5140,693,0,437937,1.17%,0.16%,0.013319267383208088
Çankırı,1986,1802,184,0,151413,1.19%,0.12%,0.013116443105942026
Çorum,6136,5566,570,0,407844,1.36%,0.14%,0.015044968174105786
Denizli,13119,12302,817,0,793926,1.55%,0.10%,0.016524210064917888
Diyarbakır,10356,9833,523,0,1099830,0.89%,0.05%,0.009416000654646628
Edirne,5141,4680,461,0,334075,1.40%,0.14%,0.01538876000898002
Elazığ,4886,4410,476,0,432965,1.02%,0.11%,0.011284976845703463
Erzincan,2107,1930,177,0,180234,1.07%,0.10%,0.011690358090038506
Erzurum,7676,7225,451,0,526063,1.37%,0.09%,0.0145914082533841
Eskişehir,10259,9564,695,0,698642,1.37%,0.10%,0.014684201636889853
Gaziantep,26597,25275,1322,0,1317351,1.92%,0.10%,0.02018975960089604
Giresun,5080,4599,481,0,359477,1.28%,0.13%,0.014131641245476067
Gümüşhane,1109,926,183,0,110911,0.83%,0.16%,0.00999900821379304
Hakkari,1898,1782,116,0,181606,0.98%,0.06%,0.010451196546369614
Hatay,17934,16737,1197,0,1120447,1.49%,0.11%,0.01600611184643272
Isparta,4627,4152,475,0,342106,1.21%,0.14%,0.013525047792204755
Mersin,21925,20457,1468,0,1356886,1.51%,0.11%,0.016158321332816465
İstanbul,166890,156443,10447,0,11520854,1.36%,0.09%,0.014485905298339862
İzmir,56030,51511,4519,0,3429827,1.50%,0.13%,0.016336100917043336
Kars,3057,2825,232,0,194225,1.45%,0.12%,0.015739477410220106
Kastamonu,3566,3223,343,0,302774,1.06%,0.11%,0.01177776163078732
Kayseri,17427,15983,1444,0,1016718,1.57%,0.14%,0.017140446023381113
Kırklareli,5172,4816,356,0,294199,1.64%,0.12%,0.017579937389318116
Kırşehir,2813,2590,223,0,185308,1.40%,0.12%,0.015180132536102058
Kocaeli,24451,22830,1621,0,1453509,1.57%,0.11%,0.01682204926147688
Konya,20655,19038,1617,0,1611865,1.18%,0.10%,0.012814348596191369
Kütahya,6983,6313,670,0,454645,1.39%,0.15%,0.015359236327244334
Malatya,7666,7179,487,0,585623,1.23%,0.08%,0.013090332859194396
Manisa,15614,14175,1439,0,1101092,1.29%,0.13%,0.014180468117105565
Kahramanmaraş,11733,11090,643,0,785567,1.41%,0.08%,0.014935708857424
Mardin,5585,5230,355,0,517582,1.01%,0.07%,0.010790560722745382
Muğla,15363,13440,1923,0,787329,1.71%,0.24%,0.019512808495559034
Muş,2224,2061,163,0,244220,0.84%,0.07%,0.009106543280648596
Nevşehir,3116,2843,273,0,228791,1.24%,0.12%,0.013619416847690687
Niğde,3880,3628,252,0,260708,1.39%,0.10%,0.014882550593000598
Ordu,9044,8266,778,0,589401,1.40%,0.13%,0.01534439201833726
Rize,4158,3833,325,0,268906,1.43%,0.12%,0.01546265237666694
Sakarya,11658,10782,876,0,777027,1.39%,0.11%,0.015003339652290075
Samsun,16279,14459,1820,0,1030199,1.40%,0.18%,0.01580180139953543
Siirt,1468,1333,135,0,197181,0.68%,0.07%,0.0074449363782514546
Sinop,2150,1918,232,0,172933,1.11%,0.13%,0.012432560587048162
Sivas,6090,5529,561,0,478755,1.15%,0.12%,0.012720493780743804
Tekirdağ,17202,16342,860,0,809854,2.02%,0.11%,0.02124086563750997
Tokat,6030,5544,486,0,457272,1.21%,0.11%,0.013186899700834514
Trabzon,8803,7922,881,0,621825,1.27%,0.14%,0.014156716117878825
Tunceli,948,811,137,0,68980,1.18%,0.20%,0.013743113946071325
Şanlıurfa,9195,8641,554,0,1157716,0.75%,0.05%,0.007942362375573974
Uşak,5082,4646,436,0,286295,1.62%,0.15%,0.017750921252554185
Van,10163,9189,974,0,693216,1.33%,0.14%,0.014660654110695656
Yozgat,3963,3660,303,0,315031,1.16%,0.10%,0.012579714377315249
Zonguldak,6739,6135,604,0,466537,1.32%,0.13%,0.01444472785652585
Aksaray,4523,4273,250,0,299426,1.43%,0.08%,0.015105568654692645
Bayburt,759,680,79,0,62060,1.10%,0.13%,0.012230099903319368
Karaman,2816,2640,176,0,188095,1.40%,0.09%,0.014971158191339482
Kırıkkale,3039,2670,369,0,214988,1.24%,0.17%,0.014135672688708207
Batman,3586,3335,251,0,375020,0.89%,0.07%,0.009562156684976801
Şırnak,3060,2479,581,0,307348,0.81%,0.19%,0.009956140921691373
Bartın,3369,3138,231,0,159253,1.97%,0.15%,0.021155017487896617
Ardahan,1054,908,146,0,71678,1.27%,0.20%,0.01470465135745975
Iğdır,1728,1302,426,0,130907,0.99%,0.33%,0.013200210836700864
Yalova,3412,3207,205,0,210810,1.52%,0.10%,0.016185190455860726
Karabük,2583,2323,260,0,195265,1.19%,0.13%,0.013228177092668937
Kilis,1686,1573,113,0,94522,1.66%,0.12%,0.0178371172848649
Osmaniye,6123,5846,277,0,378009,1.55%,0.07%,0.016198027031102433
Düzce,5665,5369,296,0,298284,1.80%,0.10%,0.018991967386785748
