,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Adana,19209,8231,3505,7473,1599578,0.51%,0.22%,0.012008792318974129
Adıyaman,4716,2686,823,1207,417362,0.64%,0.20%,0.011299543322104073
Afyon,5765,1937,1196,2632,544755,0.36%,0.22%,0.010582739029471964
Ağrı,5136,3605,1105,426,316215,1.14%,0.35%,0.016242113751719557
Amasya,5433,1528,997,2908,261116,0.59%,0.38%,0.02080684446759295
Ankara,56877,16324,15069,25484,4269423,0.38%,0.35%,0.013321940693156897
Antalya,28546,11570,5893,11083,1903745,0.61%,0.31%,0.014994655271583116
Artvin,2224,683,426,1115,135986,0.50%,0.31%,0.01635462474078214
Aydın,16532,3591,3491,9450,867298,0.41%,0.40%,0.019061499046463846
Balıkesir,19616,3813,3428,12375,992100,0.38%,0.35%,0.019772200383025906
Bilecik,2457,611,555,1291,169031,0.36%,0.33%,0.014535795209162816
Bingöl,2396,1654,303,439,193043,0.86%,0.16%,0.012411742461524116
Bitlis,1766,1254,204,308,216393,0.58%,0.09%,0.008161077299173264
Bolu,3603,901,880,1822,247627,0.36%,0.36%,0.014550109640709616
Burdur,3911,893,670,2348,212252,0.42%,0.32%,0.01842621035373047
Bursa,28691,10099,7197,11395,2314439,0.44%,0.31%,0.01239652460056195
Çanakkale,8426,1933,1869,4624,437937,0.44%,0.43%,0.01924021034989051
Çankırı,2454,578,400,1476,151413,0.38%,0.26%,0.016207326979849813
Çorum,5417,1610,1204,2603,407844,0.39%,0.30%,0.0132820392110709
Denizli,10778,3429,2578,4771,793926,0.43%,0.32%,0.013575572534467948
Diyarbakır,9747,6757,1447,1543,1099830,0.61%,0.13%,0.008862278715801532
Edirne,6617,1379,1350,3888,334075,0.41%,0.40%,0.01980692958168076
Elazığ,4325,1605,948,1772,432965,0.37%,0.22%,0.009989260101855808
Erzincan,2593,907,439,1247,180234,0.50%,0.24%,0.014386852647114307
Erzurum,6013,3240,1030,1743,526063,0.62%,0.20%,0.011430189920218681
Eskişehir,10438,2524,2446,5468,698642,0.36%,0.35%,0.014940412972595407
Gaziantep,14677,8549,2815,3313,1317351,0.65%,0.21%,0.011141297953241012
Giresun,6411,1743,1209,3459,359477,0.48%,0.34%,0.01783424252455651
Gümüşhane,1542,556,298,688,110911,0.50%,0.27%,0.013903039373912416
Hakkari,3124,2648,381,95,181606,1.46%,0.21%,0.017202074821316478
Hatay,14376,7473,3136,3767,1120447,0.67%,0.28%,0.012830593504199662
Isparta,5251,1315,1190,2746,342106,0.38%,0.35%,0.015349043863597832
Mersin,21777,7808,4517,9452,1356886,0.58%,0.33%,0.016049248057685022
İstanbul,122319,47545,30024,44750,11520854,0.41%,0.26%,0.010617181677677714
İzmir,55333,14267,12853,28213,3429827,0.42%,0.37%,0.01613288367022593
Kars,2434,1383,463,588,194225,0.71%,0.24%,0.012531857381902432
Kastamonu,4820,1104,1388,2328,302774,0.36%,0.46%,0.015919464683229075
Kayseri,12542,4872,2653,5017,1016718,0.48%,0.26%,0.012335770587321165
Kırklareli,5295,1335,1115,2845,294199,0.45%,0.38%,0.01799802174718473
Kırşehir,2685,644,636,1405,185308,0.35%,0.34%,0.014489390636130119
Kocaeli,16169,6047,3886,6236,1453509,0.42%,0.27%,0.011124114126572316
Konya,18875,7135,4370,7370,1611865,0.44%,0.27%,0.011710037751300513
Kütahya,5313,1687,1269,2357,454645,0.37%,0.28%,0.0116860407570742
Malatya,7125,2433,1382,3310,585623,0.42%,0.24%,0.012166530344607367
Manisa,16882,6194,4069,6619,1101092,0.56%,0.37%,0.015332052180925844
Kahramanmaraş,8922,4720,1346,2856,785567,0.60%,0.17%,0.011357401723850417
Mardin,5968,4655,704,609,517582,0.90%,0.14%,0.011530540088333829
Muğla,16868,4047,3566,9255,787329,0.51%,0.45%,0.02142433468092754
Muş,4004,3134,436,434,244220,1.28%,0.18%,0.01639505364016051
Nevşehir,3075,950,711,1414,228791,0.42%,0.31%,0.013440213994431599
Niğde,3380,1203,725,1452,260708,0.46%,0.28%,0.012964696135139696
Ordu,9236,2849,1932,4455,589401,0.48%,0.33%,0.015670146470738937
Rize,3747,1185,754,1808,268906,0.44%,0.28%,0.013934237242753974
Sakarya,8590,3111,1767,3712,777027,0.40%,0.23%,0.01105495690625937
Samsun,13772,5035,2891,5846,1030199,0.49%,0.28%,0.013368290980674607
Siirt,1984,1516,247,221,197181,0.77%,0.13%,0.010061821372241748
Sinop,2579,653,539,1387,172933,0.38%,0.31%,0.014913290118138238
Sivas,7037,2439,1241,3357,478755,0.51%,0.26%,0.014698541007404623
Tekirdağ,13275,4394,2739,6142,809854,0.54%,0.34%,0.016391843468081903
Tokat,6776,2310,1235,3231,457272,0.51%,0.27%,0.014818313826344057
Trabzon,8475,2586,1809,4080,621825,0.42%,0.29%,0.01362923652152937
Tunceli,1260,305,336,619,68980,0.44%,0.49%,0.018266164105537837
Şanlıurfa,12069,9696,1344,1029,1157716,0.84%,0.12%,0.010424836488396119
Uşak,3816,1189,863,1764,286295,0.42%,0.30%,0.013328908992472799
Van,8618,6429,1186,1003,693216,0.93%,0.17%,0.01243191155426303
Yozgat,3227,1200,559,1468,315031,0.38%,0.18%,0.010243436360231215
Zonguldak,6078,1910,1476,2692,466537,0.41%,0.32%,0.013027905610916176
Aksaray,3167,1475,623,1069,299426,0.49%,0.21%,0.010576903809288439
Bayburt,708,276,127,305,62060,0.44%,0.20%,0.011408314534321624
Karaman,2339,814,491,1034,188095,0.43%,0.26%,0.012435205614184321
Kırıkkale,2949,961,622,1366,214988,0.45%,0.29%,0.013717044672260778
Batman,3400,2472,526,402,375020,0.66%,0.14%,0.009066183136899365
Şırnak,4838,3823,822,193,307348,1.24%,0.27%,0.015741114306909432
Bartın,2305,660,415,1230,159253,0.41%,0.26%,0.014473824668923035
Ardahan,1090,444,179,467,71678,0.62%,0.25%,0.015206897513881526
Iğdır,2104,1388,425,291,130907,1.06%,0.32%,0.01607247893542744
Yalova,3869,914,783,2172,210810,0.43%,0.37%,0.018353019306484513
Karabük,2387,692,531,1164,195265,0.35%,0.27%,0.012224412977236063
Kilis,1381,824,277,280,94522,0.87%,0.29%,0.01461035526120903
Osmaniye,5385,2333,879,2173,378009,0.62%,0.23%,0.014245692562875487
Düzce,3123,1148,625,1350,298284,0.38%,0.21%,0.01046988775797562
