,toplam,1.doz,2.doz,3.doz,18üstü,1dozoran,2dozoran,toplamoran
Samsun,19296,7543,2842,8911,1030199,0.73%,0.28%,0.01873036180388449
Siirt,1743,1198,334,211,197181,0.61%,0.17%,0.008839594078536978
Sinop,3948,1063,636,2249,172933,0.61%,0.37%,0.02282965078961216
Sivas,9587,3405,1303,4879,478755,0.71%,0.27%,0.020024856137272718
Tekirdağ,16843,6319,2684,7840,809854,0.78%,0.33%,0.020797575859352428
Tokat,9060,2915,1511,4634,457272,0.64%,0.33%,0.019813152784338425
Trabzon,12620,3855,2130,6635,621825,0.62%,0.34%,0.020295099103445503
Tunceli,1978,411,394,1173,68980,0.60%,0.57%,0.02867497825456654
Şanlıurfa,13348,10431,1612,1305,1157716,0.90%,0.14%,0.01152959793248085
Uşak,5404,1711,1076,2617,286295,0.60%,0.38%,0.01887563527131106
Van,10381,7516,1692,1173,693216,1.08%,0.24%,0.014975130406684209
Yozgat,4959,1705,872,2382,315031,0.54%,0.28%,0.015741307998260488
Zonguldak,7940,2501,1761,3678,466537,0.54%,0.38%,0.017019014569048113
Aksaray,4174,1777,786,1611,299426,0.59%,0.26%,0.013940005209968406
Bayburt,851,363,176,312,62060,0.58%,0.28%,0.013712536255236867
Karaman,3465,1193,654,1618,188095,0.63%,0.35%,0.018421542305749754
Kırıkkale,4430,1305,912,2213,214988,0.61%,0.42%,0.02060580125402348
Batman,3948,2699,702,547,375020,0.72%,0.19%,0.01052743853661138
Şırnak,3681,2814,652,215,307348,0.92%,0.21%,0.011976651873446386
Bartın,3147,952,523,1672,159253,0.60%,0.33%,0.019761009211757392
Ardahan,1474,568,314,592,71678,0.79%,0.44%,0.020564189849047128
Iğdır,1873,1265,258,350,130907,0.97%,0.20%,0.014307867417326805
Yalova,5430,1023,929,3478,210810,0.49%,0.44%,0.02575779137612068
Karabük,3497,1271,571,1655,195265,0.65%,0.29%,0.017908995467697746
Kilis,1559,818,367,374,94522,0.87%,0.39%,0.016493514737309832
Osmaniye,7488,3284,1313,2891,378009,0.87%,0.35%,0.019809052165424633
Düzce,4999,1823,780,2396,298284,0.61%,0.26%,0.016759195934076248
